Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Robway Safety Pty Ltd,"Robway Safety is a leading developer and manufacturer of electronics for all types of cranes and heavy lifting equipment.

Robway has been supplying and servicing construction, mining and offshore industries for over thirty years.  Our product range includes Safe Load Indicators, joystick controls, camera systems, and remote data telematics,

Our customers include crane manufacturers, Robway Dealers who provide retrofittable systems and crane services, and crane fleet operators.

Robway is headquartered in Australia and has Robway Dealers and supply agreements with crane manufacturers located in the USA, throughout South East Asia, India, the Middle East, China, and Europe,","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Adelaide, South Australia, Australia",Australia,robway.com,https://www.linkedin.com/company/robway-safety-pty-ltd
Cornick Group,Our company is proudly Australian-owned and still growing after more than 40 years in business.,"Appliances, Electrical, and Electronics Manufacturing",51-200 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,cornick.com.au,https://www.linkedin.com/company/cornick
J.V Holt & Company,"J.V. HOLT & CO is an Electrical Engineering, Contracting and Switchboard Manufacturing company, situated at Granville, Sydney, Australia. We specialise in commercial and industrial installations for the Food & Beverage, Petrochemical and Pharmaceutical industries. We manufacture a variety of custom designed and Modular switchboards, such as Main Switch Boards, Multiple Tenancy Metering Panels, Motor Control Centres (MCCs), Distribution Boards, PLC Panels, and Instrumentation Panels. We are trained and certified manufacturers of CUBIC and Elsteel Modular switchboards.

Our services include installation of 11kV networks and 415V distribution, hazardous area installations, instrumentation, data and communication cabling.

We are a fully Australian owned and operated company, with over 50 years of experience, supplying our services throughout Australia and the Asia Pacific region.","Appliances, Electrical, and Electronics Manufacturing",51-200 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,jvholt.com.au,https://www.linkedin.com/company/j-v-holt-&-company
Janitza Australia,"Powering Key Industries with Smart Energy & Power Quality Solutions

Located in Melbourne, Australia, Janitza Australia is a leader in energy management & power quality metering solutions, catering to critical sectors such as Datacenters, Industrial, Commercial, Renewables, and other significant infrastructure. Our comprehensive product portfolio includes state-of-the-art Energy & PQ meters, current transformers, and advanced monitoring equipment, all integrated with our powerful GridVis energy analysis software.
We provide end-to-end support for our Australian clients, from initial planning and technical engineering to continuous support, and extensive training programs. Our solutions ensure compliance with international standards like EN 50001, IEC/EN 61000, IEEE519 and EN 50160, helping you minimise energy and maintenance costs while achieving your sustainability objectives.
Janitza Australia also boasts a robust electrical support network, directly serving Electrical Contractors, Switchboard Builders, BMS/EMS Engineering companies and Wholesaling businesses. This network ensures that our clients receive the highest level of expertise and service across the country.
Headquartered & manufactured in Germany by Janitza Electronics GmbH, the parent company of Janitza Australia, we bring German engineering excellence to our local market.
Whether you’re involved in new construction or retrofitting existing facilities, Janitza Australia delivers the expertise and technology needed to optimise energy management across various industries. 
Contact us today to learn how we can help you manage your facility’s power more effectively.","Appliances, Electrical, and Electronics Manufacturing",Self-employed,Privately Held,"Melbourne, Victoria, Australia",Australia,janitza.com,https://www.linkedin.com/company/janitza-australia
Light Planet Pty Ltd,"At Light Planet we are passionate about LEDs. This remarkable technology is one of the most effective ways to save energy without compromising on quality, not to mention, reducing carbon emissions and helping to preserve our planet.

Light Planet participates at the forefront of the global LED market, delivering advanced energy-efficient lighting solutions to a rapidly expanding range of customers through Australia and Europe.

Did you know that lighting can make up to 60-90% of a business' energy costs, adding to overheads and eating into profits? We assist in reducing energy costs through the implementation of LED lighting technology, saving money across your business.

Our expert team can work with your local wholesale supplier to help you choose the right products for your lighting scheme. Whether it be downlights, tube lights or flood lights, we have the right products for the job. We pride ourselves on not only our market leading products 

Light Planet has close working relationships with the best global LED manufacturers, ensuring that we can offer our customers the most innovative and high-performance LED technology available in the world.

Light Planet products are availible throughout most electrical wholesalers around Australia.","Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Melbourne, Victoria, Australia",Australia,lightplanet.com.au,https://www.linkedin.com/company/light-planet-pty-ltd
TEC Automation,"TEC Automation is the Territory's trusted industrial electrical partner, delivering comprehensive solutions from automation and control systems to switchboard manufacturing and fire protection services.

As the NT's specialist industrial electrical and instrumentation company, we combine technical expertise with deep Territory knowledge - understanding the unique challenges of working across urban Darwin, regional centres like Katherine and Tennant Creek, and remote locations.

Our long-term partnerships with Power & Water, Ventia and Territory Generation demonstrate our capability to deliver complex projects while maintaining the reliability and responsiveness that Territory businesses need.

Whether it's preventative maintenance contracts, emergency callouts, or specialist automation and instrumentation work, we're the first-to-call team that shows up, solves problems, and builds lasting relationships.

Supply Nation & NTIBN Certified | Registered Defence Contractor.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Public Company,"Darwin, Northern Territory, Australia",Australia,tecautomation.com.au,https://www.linkedin.com/company/tec-automation-nt
Caravan Electrical Solutions,,"Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Melbourne, Victoria, Australia",Australia,caravanelectricalsolutions.com.au,https://www.linkedin.com/company/caravan-electrical-solutions
Qualtech,"Qualtech specialises in Industrial & Commercial electrical services in Brisbane, Australia. With decades of experience in the Electrical Services Industry, Qualtech has the experience to provide Quality Technical solutions for your business.

We proudly service Queensland businesses both large and small with a wide range of first class electrical services carried out by accredited Master Electricians who adhere to Active Safety System principles by SafetyConnect Australia. 

These services include:
* Machine Safety
* Instrumentation
* Data (including Fibre Optics)
* Mechanical (Electro-Mechanical Services and Preventative Maintenance)
* Hazardous Area Electrical Installations
* Machine Reliability
* Security Systems. 
* Electrical Project Management, and of course
* Electrical Contracting


Our electrical services cover a host of special electrical divisions, such as Industrial Electrical Services, Electrical Automation, Commercial Electrical Services specialising in installation, repairs and maintenance, Guaranteed Electrical Compliance, Commercial & Industrial Air Conditioning, Power Factor Correction and more.

This makes us a 'one-stop shop' for ALL your electrical contracting requirements.

The team at Qualtech are committed to the highest safety & compliance standards, with a reputation for efficiency and outstanding customer relations.

We go to great lengths to maintain a current knowledge of industry standards and best practice and will always strive to provide the best possible outcome for your specific electrical & data needs.

Qualtech take a partnership approach with our clients, and pride ourselves on our efficiency, customer service, availability and reliability.

Conveniently based at Brisbane, we would be delighted to offer you a 100% Obligation-Free Consultation on any aspect of your business, be it electrical safety, automation, instrumentation, or any project involving electrical engineering. 

Visit our website today.","Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Eight Mile Plains, Queensland, Australia",Australia,qualtech.com.au,https://www.linkedin.com/company/qualtech-electrical
FM Electrical Supplies Australia,"FM Electrical Australia Pty Ltd is a 100% Australian family owned and operated business based in Melbourne.

We distribute products from Elektra Tailfingen, Ghisalba S.p.A, Elektra Dillingen , Crefisol, Lunaa Electric amongst other products suppliers.

We look forward to serving all Australian and New Zealand customers.

Thank you for your time, please contact us at sales@fmes.com.au","Appliances, Electrical, and Electronics Manufacturing",Self-employed,Public Company,"Melbourne, Victoria, Australia",Australia,fmes.com.au,https://www.linkedin.com/company/fmes-electrical-australia-pty-ltd
Platinum Electricians Midwest,"Platinum Electricians Midwest deliver top-tier services tailored for businesses and commercial enterprises within the Geraldton and Midwest Region. We take pride in establishing the benchmark for quality within our industry through:

•	Swift response times and direct points of contact across all service areas.
•	Ensuring all work strictly complies with professional safety guidelines.
•	Offering premier commercial and residential electrical services in the Midwest region.
•	We maintain the highest standards of workmanship, ensuring that our work aligns with the best quality and practices in the field.

Our team consists of fully licensed electricians capable of servicing any electrical system. They are not only friendly and helpful but also adept at providing expert guidance and solutions for any situation.

We prioritise our customers by ensuring they have direct access to real individuals when they reach out to us. This means receiving professional assistance, information, advice, and timely solutions.

Punctuality is a commitment we uphold - our electricians arrive promptly for scheduled appointments. Recognising the value of your time, we offer a $50 cashback guarantee if any delays occur.

When urgency strikes, count on us for rapid service. Typically, we can attend to your needs within two hours, available 24/7 throughout the year.

Choosing Platinum Electricians Midwest as your preferred electrical contractor means recognising our professional dedication to quality electrical work across various fields including commercial maintenance, domestic installation and maintenance, commercial construction, as well as new housing and renovations.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Geraldton, Western Australia, Australia",Australia,platinumelectricians.com.au,https://www.linkedin.com/company/midwest-electrical-service
dataTaker Dataloggers,"DataTaker is one of the world’s leading brand of general purpose and specialised data loggers. Over the past 35 years we have served a broad range of customers across many industries including environmental, industrial, construction, manufacturing, process management, scientific, laboratory and education.

Our data loggers are designed to be compatible with wide array of sensors. With a strong focus on signal conditioning and full communication protocols, dataTaker data logger along with its analytic software and cloud computing allows our clients to view real-time data, store, share and analyse critical information easily while reduce operational cost significantly.","Appliances, Electrical, and Electronics Manufacturing","1,001-5,000 employees",Public Company,"Melbourne, Victoria, Australia",Australia,datataker.com,https://www.linkedin.com/company/datataker
SVL Lighting,"Founded in 1995, SVL Lighting Australia has built up an enviable brand reputation with many clients including the world’s leading international lighting companies. SVL Lighting has become recognised for excellence in the design and delivery of LED Lighting, high quality and customised lighting solutions for commercial, retail and residential markets. SVL is an innovative lighting manufacturing direct distributor with a wealth of lighting experience and reliable manufacturing networks. This allows us to offer you competitive lighting solutions. Our service excellence and quality products have resulted in us being awarded as suppliers to leading global lighting companies. In the year 2009, SVL Lighting successfully expanded its business to Europe.","Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,svl.net.au,https://www.linkedin.com/company/svl-lighting
SUPERLUCE Industrial LED Lighting Solutions,"SuperLuce is born behind a multi-generation building company and electrical expert from Italy. LED lighting Supplier and Distributor for Industrial, Oil and gas, Mining, Marine, Governments to the small warehouse and remote farms. Always looking for the BEST solution for our client. HQ in Perth (WA) with branches in Italy, Switzerland, Pakistan. 
EXPERIENCE | HI-QUALITY | LONG TERM VISION","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Claremont, Western Australia, Australia",Australia,superluce.com.au,https://www.linkedin.com/company/superluce-industrial-led-lighting-solutions
Contessa Lighting,"We partner with interior designers, architects and electrical contractors to manufacture high-quality decorative and architectural light pendants for commercial and residential interiors.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Wollongong, New South Wales, Australia",Australia,contessalighting.com.au,https://www.linkedin.com/company/contessa-lighting
Biolec,Electrical and Biomedical Contractors,"Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Public Company,"Gold Coast, Queensland, Australia",Australia,biolec.com.au,https://www.linkedin.com/company/biolec
Volta Energy,Our focus is on renewable energy storage and helping the environment. We exist to help people and businesses find ways that are both practical and affordable to make a positive and lasting impact on the earth using clean energy.,"Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Perth, Western Australia, Australia",Australia,voltaes.com.au,https://www.linkedin.com/company/voltaenergyau
CEE HydroSystems,"CEE HydroSystems are a leading manufacturer of compact shallow water hydrographic survey equipment.

CEE HydroSystems manufacture hydrographic survey equipment including single beam echo sounders with GPS / GNSS for precise bottom mapping in shallow water environments. The company focuses on providing compact and portable systems that simplify the survey process by combining multiple components into a single waterproof and robust enclosure. Previous product lines include the CEEDUCERTM and CEEDUCER PROTM “all in one” GPS and echo sounder systems. The current generation of our portable single beam hydrographic survey system is the High Definition RTK-capable CEESCOPETM.

Why Choose CEE HydroSystems?

Top Quality Component Selection:
CEE HydroSystems use only the highest quality components in manufacturing. From the latest powerful processor boards running advanced echo sounder bottom-tracking algorithms to our special custom-made PelicanTM case waterproof seals.

Small is Beautiful:
Shallow water echo sounders do not need to be huge. With powerful miniature processors and the latest GNSS receiver modules, the current generation of CEE echo sounders and “all in one” survey systems are professional hydrographic grade units with the benefits of real portability.

Form and Function:
Every CEE HydroSystems product has a spectacular finish and build quality, with exceptional attention to detail. We think about the operator experience with the equipment in use; we try to offer simple elegant solutions.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,ceehydrosystems.com,https://www.linkedin.com/company/cee-hydrosystems
Electech Electrical | EV charge | Battery storage | Fire,Offering innovative solutions with strict quality and safety controls to ensure you are getting superior results. Lifetime guarantee on all workmanship.,"Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,electech.net.au,https://www.linkedin.com/company/electech-electrical-services
Ingen Electrical Group,"Ingen Electrical Group specialises in industrial and commercial services and maintenance, emergency break-downs, installations and projects.
Based in Western Sydney, we service all areas of Sydney, NSW.
Whether your project is a small one-off job or a large project, our friendly and knowledgeable technicians can execute your electrical job safely, efficiently and with a high level of workmanship.","Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,ingenelectrical.com.au,https://www.linkedin.com/company/ingenelectrical
MB Lights,"MB Lights, although our name is new to the market we are not. 
With years of industry knowledge in LED lighting you can be assured that quality and style is the forefront of our products. You will see quickly over the next several month’s that we will make our mark on the industry, wholesalers are our channel of supply and the tradies will driver the network support. MB Lights is a service that goes above and beyond with the path of the least resistance.","Appliances, Electrical, and Electronics Manufacturing",2-10 employees,Self Employed,"Melbourne, Victoria, Australia",Australia,,https://www.linkedin.com/company/mb-lights
Detlev's Electrical,Appliance Repairer and Local Electricians - Servicing the Canberra Region since 1994,"Appliances, Electrical, and Electronics Manufacturing",Self-employed,Privately Held,"Hume, Australian Capital Territory, Australia",Australia,detlevs.com.au,https://www.linkedin.com/company/detlevs-electrical
Vizona Pty Ltd,"Vizona Pty Ltd delivers precision-built lighting and infrastructure solutions for councils, consultants, contractors and community organisations across Australia. With locations in Sydney, Perth and Wagga Wagga, we specialise in LED sports lighting, solar lighting systems, steel and aluminium poles, high-mast towers and telecommunication structures.

Our capability spans design, manufacturing, supply, installation and commissioning, giving clients a complete, end-to-end solution. All products are engineered and fabricated to meet Australian Standards, supported by detailed technical documentation and strong quality assurance processes.

Vizona’s in-house team provides certified lighting designs, structural analysis and foundation design, ensuring each project is safe, compliant and tailored to site requirements. With manufacturing facilities in Australia and internationally, we offer flexible production options while maintaining strict control over quality and performance.

From sports fields and public spaces to pathways, car parks, roads, remote communities and major infrastructure assets, Vizona is trusted for reliable products, engineering expertise and responsive service.

Vizona Pty Ltd – Precision-Built Lighting & Infrastructure Solution","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Sydney, New South Wales, Australia",Australia,vizona.com.au,https://www.linkedin.com/company/vizona-pty-ltd
Solar Panel Installation In Perth,"We are the top solar panel system installers in Perth WA. If you have solar system requirements for commercial or residential uses, contact us now and get your solar system at affordable prices.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Self Employed,"Dayton, Western Australia, Australia",Australia,,https://www.linkedin.com/company/solar-panel-installation-in-perth
Universal Transformer Manufacturers,"Universal Electrical and Transformers has been in electrical business for over 50 years and served many industries all over Australia. The company specializes in manufacturing transformers for various Industries like Mining, Oil&Gas, Medical Equipment, Railways etc. At Universal we deliver high-quality products and this is reflected by the strong domestic market it holds..","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Perth, Western Australia, Australia",Australia,universalelectrical.net.au,https://www.linkedin.com/company/universal-transformer-manufacturers
UNSW Illuminate,"UNSW Illuminate is a student engineering project established in 2015. It has grown from a project under UNSW’s CREATE student society established in 2012. The team comes from faculties spanning Engineering, Art & Design, and Built Environment.","Appliances, Electrical, and Electronics Manufacturing",51-200 employees,Educational,"Kensington, New South Wales, Australia",Australia,unswilluminate.com,https://www.linkedin.com/company/project-illuminate
Q Industries,"Q Industries is a leading, family-owned Australian lighting company that specialises in lighting manufacture and design for commercial, industrial and residential projects. Based in Epping, Victoria, the company was founded by Chris Kavanagh in 2005.

With more than 45 years of experience in the electrical and construction industry, Chris was joined by his son in 2012, Jackson, who drives the company’s innovation and technology agenda.

Since then Q Industries has built a highly regarded team that handles everything from luminaire design through to project delivery. It now boasts a state-of-the-art research/development facility that is equipped with an industry-leading photometric lab and custom-built dark room for luminaire testing and design.

Over the years the company has delivered an impressive record of successful projects for high-profile clients including the MCG, Melbourne Museum, AGL, NAB, ANZ, David Jones, Monash University, RMIT University, Melbourne University and both the Victorian and Queensland Governments.

Using only the highest quality European componentry, we are able to custom-manufacture luminaires for a diverse range of projects, whatever the requirement.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Melbourne, Victoria, Australia",Australia,qindustries.com.au,https://www.linkedin.com/company/q-industries
Screen Technics Pty Ltd,"Screen Technics is the largest and most accomplished screen manufacture in the southern hemisphere. It's still the number one projection screen and AV lifting device supplier in the Australian AV market. 

With a reputation for high customer service, technical depth and custom solutions, Screen Technics has long been the professional audio visual community's supplier of choice. Screen Technics operates out of a 12,000 square meter facility in the Southern Highlands of NSW. It's staffed by local production and sales staff who understand all aspects of their product range. Screen Technics has the industrial muscle to be the best in category as a supplier. 

Along with our industry leading range of projection screens and AV lifting devices, we also exclusively distribute a range of high end international AV brands, such as Screen Innovations, Peerless-AV and Connectrac.
 
Screen Technics also manufactures AV mounts, Connect motor control solutions and commercial / domestic blind systems.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Privately Held,"Moss Vale, New South Wales, Australia",Australia,screentechnics.com.au,https://www.linkedin.com/company/screen-technics-pty-ltd
Gold Coast TechSpace,"Gold Coast TechSpace is a physical place where people come to hack around with and learn about technology, eg software, hardware, robotics, green technology, or anything else that takes your fancy. We are based on the highly successful Hackerspace model, found all over the world, with thousands of groups in the US and several in Australia cities including Brisbane;
 - to attend the various public events, workshops and learning sessions conducted there from time to time;
 - to co-work during the business week.

The range of activities undertaken is entirely determined by our members. We cater for all age groups, including children under parental supervision.

Our aims are to help showcase and promote technology on the Gold Coast at a practical grassroot level, and help ensure our members and the local community can engage in and also gain employment in technology.","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Non Profit,"Gold Coast, Queensland, Australia",Australia,gctechspace.org,https://www.linkedin.com/company/gold-coast-techspace
ADGEX,"ADGEX - WE CREATE THE FUTURE...

ADGEX is a modern high-tech company, developing disruptive life-changing technological solutions. We change usual stereotypes and form altogether new social ecosystem. Introducing our progressive intellectual projects, we create a prosperous, safe and green worldview.

ADGEX was incorporated on 29 of March 2012 in Australia as a Public Company. The name of the Company “ADGEX” stands for Advanced Green EXpertise and supremely well personifies our business vision and philosophy.

Our head office is located in Sydney, Australia, with representative offices in China, India & Russian Federation and continuously expanding to other parts of the world as curiosity grows in our products and services.

BUSINESS PORTFOLIO

Our business portfolio holds more than ten breakthrough technologies. Having our own scientific school, we constantly develop and introduce key exponential technologies, opening new markets and drastically transforming current ones. Effectively integrating our technologies into a single sustainable platform, we create a new prosperous worldview, where each technological component becomes an integral part of a shared network, bringing new benefits and living standards to all people on Earth! 

We provide a wide and exclusive range of turnkey infastructure solutions, meeting the highest safety and ecological standards. Tailored approach we use in cooperation with our clients allows us to consider all aspects of the customer's project, foresee potential risks and eventually provide the best cost-effective solution to satisfy even the most fastidious customer.","Appliances, Electrical, and Electronics Manufacturing",51-200 employees,Public Company,"Sydney, New South Wales, Australia",Australia,adgex.com,https://www.linkedin.com/company/adgex-limited
