Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
OptiRobotics,"En OptiRobotics nos dedicamos a automatizar procesos industriales mediante robótica colaborativa y robótica móvil. Diseñamos, instalamos e integramos soluciones que permiten a las empresas eliminar tareas repetitivas, reducir errores y aumentar su productividad.",Robotics Engineering,2-10 employees,Self Owned,"Lleida, Catalonia, Spain",Spain,optirobotics.es,https://www.linkedin.com/company/optirobotics
Makers Team Revolution,"Maker's Team Revolution 76666A
Ciencia, tecnología e ingeniería
#vexrobotics | VEX V5 - VRC
 Spanish Design Award Winners 2023/2024",Robotics Engineering,2-10 employees,Partnership,"Castellón de la Plana, Valencian Community, Spain",Spain,makersteamrev.com,https://www.linkedin.com/company/makersteamrevolution
vigiai,"Real-time AI surveillance meets autonomous indoor robots. Preventive protection that's always on. Built in Europe, deployed globally.",Robotics Engineering,2-10 employees,Privately Held,"Barcelona, Catalonia, Spain",Spain,vigiai.com,https://www.linkedin.com/company/vigiai
ARMA ENGINEERING MOROCCO,"ARMA is a company specialised in Industrial robotics, vision machine and factory automation solutions for the automotive and electronics manufacturing industry. 

Our customers are manufacturing companies that need high quality and efficient automation solutions. 

We design and manufacture Robotic systems and cells, Vision inspection machine, Automated Assembly Machines including rotary indexing tables, feeding and handling systems and Laser marking solution.

ARMA-Engineering`s team has broad experience from the automotive and electronics industry. 

We believe that great design and innovation happens when people work together.",Robotics Engineering,2-10 employees,Privately Held,"Doñinos de Salamanca, Castilla and Leon, Spain",Spain,arma-engineering.com,https://www.linkedin.com/company/arma-engineering-morocco
URO Robotics,"URO Robotics is a team specialized in mechanical and electronic design and advanced additive manufacturing.
We focus on the complete development of prototypes and functional systems: from CAD design using Fusion 360, PCB and electronic circuit design, to manufacturing with state-of-the-art 3D printers (Bambu Lab, Creality, and multiple technologies).
Although our most notable project is the design and construction of high-performance autonomous robots for the international Eurobot competition (where, with only 3 members, we reached the quarterfinals in the 2026 edition), our true specialty is providing fast, precise, and professional-quality design and additive manufacturing solutions.
We combine technical creativity, real prototyping experience, and a 100% results-oriented approach to turn complex ideas into functional physical products.",Robotics Engineering,2-10 employees,Privately Held,"Alcalá de Henares, Community of Madrid, Spain",Spain,,https://www.linkedin.com/company/uro-robotics
OptiRobo,"Human-centered technological innovation to address and solve increasingly complex challenges and problems.

Rooted in Europe, OptiRobo creates safe, general-purpose humanoid robots with embodied intelligence models that can act adaptively in real-world scenarios.",Robotics Engineering,51-200 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,opti-robo.ai,https://www.linkedin.com/company/optirobo
WASP Research Group,"The WASP Research Group is a research team at the University of Málaga (UMA) specializing in social robotics and cognitive architectures. Our main goal is to develop innovative technologies that enable robots to interact more naturally and effectively with humans, integrating advanced cognitive capabilities.",Robotics Engineering,2-10 employees,Public Company,"Málaga, Andalusia, Spain",Spain,uma.es,https://www.linkedin.com/company/wasp-research-group
Looply,The ocean was always the answer. Now it’s time to unlock it!,Robotics Engineering,2-10 employees,Privately Held,"Barcelona, Catalonia, Spain",Spain,looply.eco,https://www.linkedin.com/company/looplyeco
Reactor,"Somos Reactor, aplicamos robótica, IA y análisis de datos para supervisar el consumo y la calidad del agua, dentro y fuera de planta. Medimos, analizamos y alertamos en tiempo real, generando información trazable que facilita decisiones, cumplimiento normativo y sostenibilidad.",Robotics Engineering,2-10 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,reactor.pe,https://www.linkedin.com/company/reactorlab
Robitcon Robotic Engineering,"Somos una empresa de ingeniería creada para una nueva era industrial.
Diseñamos y desarrollamos sistemas de automatización y robótica que transforman la forma en que las empresas operan. Nuestro enfoque es simple: eliminar la complejidad, optimizar cada proceso y convertir la tecnología en una ventaja competitiva real.
Nacimos con una mentalidad startup: rápidos, precisos y enfocados en construir soluciones que escalen. Combinamos ingeniería avanzada, software inteligente y diseño industrial para crear sistemas robustos, eficientes y preparados para el futuro.
No creemos en soluciones genéricas. Cada proyecto es una oportunidad para redefinir los límites de la eficiencia, el control y el rendimiento.
Nuestro equipo está formado por ingenieros, desarrolladores e innovadores que comparten una visión común: construir la infraestructura automatizada que impulsará la próxima generación de industria.
No seguimos el futuro. Lo construimos.",Robotics Engineering,2-10 employees,Privately Held,"Murcia, Region of Murcia, Spain",Spain,robitcon.com,https://www.linkedin.com/company/robitcon
Club de Robótica y Mecatrónica,,Robotics Engineering,11-50 employees,Partnership,"Madrid, Community of Madrid, Spain",Spain,github.io,https://www.linkedin.com/company/crm-uam
Yelloway Robotics,,Robotics Engineering,2-10 employees,Self Employed,"Valencia, Valencian Community, Spain",Spain,yelloway.xyz,https://www.linkedin.com/company/yelloway-robotics
Robotnik Automation,"Robotnik is a company with an extensive and innovative experience, specialized in mobile service robotics.

Our main specialities are:

   - Mobile robot platform development and manufacturing. 
   - Mobile service robotics R&D and engineering projects.

We offer high-quality services for national and international reach and are certified in:

    ISO 9001:08 - Design, manufacturing and commercialization of products and systems based on robotics technology.

    UNE 166002:06 - R&D management in the development of projects in the field of robotics.

    INNOVATIVE SME",Robotics Engineering,51-200 employees,Privately Held,"Paterna, Valencian Community, Spain",Spain,robotnik.eu,https://www.linkedin.com/company/robotnik-automation
Inser Robótica,"Inser Robótica is an industrial automation engineering company that supports its customers in the definition, development and implementation of automation projects that are viable, efficient and adapted to real production environments.

Our differentiating value lies in combining strong technical judgment, deep industrial experience and a practical business-oriented approach, transforming operational needs into automation solutions that work reliably, stand the test of time and deliver efficiency from day one.

We approach each project from a global perspective, taking care of engineering, system integration and commissioning, with a strong focus on reducing risk, ensuring system reliability and enabling future scalability.

We work as a long-term technology partner, fully involved in our customers’ projects, so that automation becomes a real driver of operational improvement rather than an end in itself.",Robotics Engineering,51-200 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,inser-robotica.com,https://www.linkedin.com/company/inser-robotica-s-a-
STAR ROBOTICS,"Star Robotics. Autonomous Mobile Robotics for the World.

We are a company specialized in robotics, cloud software, process automation, and artificial intelligence.

We have surveillance, inspection, and assistance robots suitable for complex environments, both indoor and outdoor. We provide innovative manufacturing solutions and proprietary development, easily monitored through our own cloud.

This allows us not only to customize our robots in terms of mechanisms and functionalities but also in terms of features, uses, and the specific needs of each company.

Our proposal: Autonomous robots and systems, easy to use and monitor, with maximum efficiency and profitability.

Our mission: We want to democratize access to the latest robotic technology and, at the same time, make it efficient and operationally profitable in the short, medium, and long term.

Contact our team, and we will show you everything our technology can do for you and your company.

Contact us for more information about:

i Autonomous robots for surveillance, inspection, defense, and assistance markets.

 Complete active robot fleets and verified, secure cloud-based technologies, artificial intelligence, data analysis, and robotics.

 Customizable and adapted technology. Live demonstrations.

 Security, inspection, surveillance, and complex monitoring of hazardous facilities or those requiring high levels of control.

 Assistance and support for people with disabilities, elderly individuals, or special needs.

 Research and development in mobile service robotics and a qualified, multidisciplinary engineering team in areas such as industrial engineering, mechanical engineering, telecommunications, and software development.

 8 hours of autonomy, IP65, indoor/outdoor, all-terrain platform, most competitive market price, customizable, fleet management cloud.""",Robotics Engineering,11-50 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,star-robotics.com,https://www.linkedin.com/company/star-robotics
RBX Programming,"RBX Programming provides PLC programming, robot programming, Virtual Commissioning, on-site commissioning and project management services for automotive integrators, engineering companies and OEMs worldwide.


RBX Programming is a global automation software partner specialized in PLC programming, robot programming, Virtual Commissioning, on-site commissioning and project management for complex industrial projects.

We support automotive integrators, engineering companies and OEMs with flexible technical capacity: from specialized work packages to turnkey automation software delivery.

Our teams help reduce launch risk, debug PLC and robot logic before site work, support global commissioning phases and deliver under demanding OEM standards.

Core services:
PLC Programming · Robot Programming · Virtual Commissioning · On-site Commissioning · Project Management · Turnkey Automation Software Delivery

Industries:
Automotive · EV Manufacturing · Logistics · Food & Beverage · Aerospace · Advanced Manufacturing · Humanoid Robotics Manufacturing

Specialties
PLC Programming
Robot Programming
Virtual Commissioning
Industrial Automation
Automotive Automation
On-site Commissioning
Offline Programming
Digital Twin
Project Management
Turnkey Automation
Controls Engineering
Automotive OEM Standards",Robotics Engineering,11-50 employees,Public Company,"Alfafar, Valencian Community, Spain",Spain,rbxprogramming.com,https://www.linkedin.com/company/rbx-programming
Bumerania,"Bumerania Robotics, inteligencia artificial al servicio de las personas.
Soluciones para Hoteles, Restaurantes, Museos, Concesionarios de Coches, Centros Comerciales, Grandes Superficies, Educación.",Robotics Engineering,11-50 employees,Self Owned,"Alicante, Valencian Community, Spain",Spain,bumerania.com,https://www.linkedin.com/company/bumeran
Seabots,"Seabots is a technology company that delivers marine insights through robotics and data analytics. Its solutions provide support to research and conservation entities, coastal infrastructure, and governments requiring detailed and up-to-date marine information for decision-making, maintenance, and compliance with environmental regulations or governance.",Robotics Engineering,11-50 employees,Privately Held,"Barcelona, Catalonia, Spain",Spain,seabots.eu,https://www.linkedin.com/company/seabots
Orbel Ingeniería,"En Orbel Ingeniería diseñamos soluciones logísticas y robóticas orientadas a la automatización de procesos y la optimización de operaciones industriales.

Nuestros servicios abarcan:

• Optimización de flujos logísticos: Mejoramos el recorrido de los materiales desde la recepción hasta la expedición, reduciendo tiempos, errores y costes operativos.

• Sistemas de almacenaje: Diseñamos e implantamos soluciones de almacenaje adaptadas a cada operación para maximizar la capacidad, la seguridad y la organización.

• Automatización del movimiento interno: Implementamos vehículos autónomos (AGV/AMR) que optimizan el transporte de materiales dentro de fábricas y almacenes, aumentando la productividad y la seguridad.

• Tecnología y digitalización (SGA/ERP): Integramos sistemas de gestión y herramientas digitales que permiten controlar, sincronizar y optimizar la operativa en tiempo real.

• Consultoría logística: Analizamos procesos, instalaciones y flujos para detectar oportunidades de mejora y definir soluciones eficientes y rentables.

• Limpieza autónoma: Incorporamos robots de limpieza que mantienen las instalaciones de forma continua, eficiente y automatizada, reduciendo costes y mejorando la calidad del entorno.

• Robótica social: Automatizamos tareas de atención y logística ligera mediante robots que mejoran la experiencia del usuario y apoyan al personal en tareas repetitivas.

Ofrecemos un enfoque integral, acompañando a nuestros clientes desde el análisis inicial hasta la implantación y la mejora continua. Diseñamos soluciones a medida, fiables y escalables, que integran tecnología, procesos y personas, para lograr operaciones más eficientes y productivas.",Robotics Engineering,11-50 employees,Self Owned,"Almazora, Valencian Community, Spain",Spain,orbelgrupo.com,https://www.linkedin.com/company/orbelingenieria
WECOBOTS,"WECOBOTS aporta a tu empresa soluciones a problemas diarios mediante la robótica colaborativa que aporta tecnología de automatización flexible y escalable, que permite la interacción continuada entre operarios y cobots, que se adapta a espacios muy reducidos, como nunca se había podido antes, y con un rápido retorno de la inversión. 

Con esto estamos contribuyendo a la mejora de la competitividad de la industria local y al acercamiento de la tecnología a sectores menos acostumbrados a la automatización. 

Somos expertos en la integración de cobots, lo demostramos con ejemplos de instalaciones ya entregadas con las que resolvemos problemas, entre otros, de hergonomia, de falta de personal suficiente y cualificado, de calidad, aportando soluciones  para estos problemas y diferentes procesos industriales de sectores diversos.

Nacimos de WETRON automation technology, empresa con 50 años de experiencia, 300+ empleados y aporta soluciones 'llaves en mano' de automatización, control y gestión de la información para la industria. 

Estamos en Rubí (Barcelona) incluido despacho de ingeniería y diseño y unas instalaciones donde realizamos pre-montajes, pruebas y demos para plena satisfacción de nuestros clientes antes de la entrega definitiva. 


NUESTRA VISIÓN
Una solución inteligente. 

“Los robots colaborativos representan una extraordinaria oportunidad para cualquier empresa industrial. Son una solución inteligente, tanto para el que acomete la inversión como para los empleados que se encuentran a pie de línea”

P. Valles
Consejero Delegado

WECOBOTS es un equipo humano altamente cualificado, apasionado y experimentado en la resolución de problemas diarios mediante el uso de la robótica colaborativa. 

En nuestro Linked In hablamos de gente, de problemas y de soluciones con cobots. 

Aprende viendo como otros han resuelto problemas como los tuyos en nuestro canal youtube.",Robotics Engineering,11-50 employees,Privately Held,"Rubí, Catalonia, Spain",Spain,wecobots.com,https://www.linkedin.com/company/wecobots-integrador-cobots
PHENOMENON ROBOTICS,"Empresa especializada en inteligencia artificial, robótica y automatización industrial. Desarrollamos sistemas autónomos avanzados y transformamos innovación deep-tech en soluciones de mercado.",Robotics Engineering,11-50 employees,Privately Held,"Pamplona, Chartered Community of Navarre, Spain",Spain,phenomenonrobotics.com,https://www.linkedin.com/company/phenomenonrobotics
Hovering Solutions,"We design and build autonomous flying robots for digitalisation of underground or indoor critical infrastructure, including tunnels, penstocks, mines, water collectors or elevator shafts.

Without GPS, light or radio, our robots generate a high-resoluton digital model of the environment that allows technicians to identify damages and problems such as corrosion, cracks or leaks, among others.",Robotics Engineering,11-50 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,hoveringsolutions.com,https://www.linkedin.com/company/hoveringsolutions
Robots For Humanity,"We are ready to train the workforce of the future.

Our Mission

At Humandroid, we are driving a responsible and ethical transition towards automation with humanoid robots. 

Our goal is to train the workforce of the future. 

We believe in a future where dangerous and physically demanding work is optional, and where people can redefine and transition their roles to the new jobs of the future.",Robotics Engineering,2-10 employees,Privately Held,"Córdoba, Andalusia, Spain",Spain,humandro-id.com,https://www.linkedin.com/company/humandroids
Indama,"Indama, a tech leader in Córdoba, Argentina , specializes in providing cutting-edge IT services and consulting, focusing on robotics, autonomous navigation, sensor fusion, AI, and computer vision.  Our seasoned team thrives at the intersection of these technologies, fueled by a strong foundation in robotics.

At Indama, innovation is our DNA, shaped by our hands-on experience in designing and manufacturing our mobile robots or AMRs.  This unique expertise sets us apart, allowing us to tailor solutions proven across diverse industries, making us a reliable partner for tech-driven business transformation. 

In addition, we offer the unique advantage of providing remote engineering teams specializing in robotics and low-level systems.  This service allows businesses to leverage our expertise for seamless integration and optimization of robotic solutions.

If you are seeking a remote engineering team or cutting-edge IT services and consulting, don't hesitate to contact us at indama@indama.com.ar. We would be delighted to understand your needs and explore how we can assist you.

Our core services span custom robotics, precision navigation, sensor fusion for insightful data, AI solutions, and computer vision applications.  Indama stands out with technical excellence, an innovation-driven approach, and collaborative client relationships in the dynamic tech landscape.  Whether automating processes or implementing AI-driven applications, Indama collaborates to turn visions into reality. For businesses pursuing tech innovation, we offer a compelling partnership, blending technical expertise with a commitment to client success.",Robotics Engineering,2-10 employees,Privately Held,"Córdoba, Andalusia, Spain",Spain,indama.ar,https://www.linkedin.com/company/indamatec
MOVVO Robotics,"En MOVVO Robotics lideramos la evolución hacia una intralogística 4.0 con nuestros vehículos diseñados para optimizar y automatizar el flujo interno de materiales. Nuestras soluciones ofrecen precisión, eficiencia y adaptabilidad a las necesidades específicas de cada industria. #WeAreARME",Robotics Engineering,11-50 employees,Self Owned,"Abrera, Catalonia, Spain",Spain,movvo.eu,https://www.linkedin.com/company/movvo-robotics
Agrikola.AI,"Our Mission:

Eradicating pesticides and reducing the carbon footprint of agriculture through AI and robotics.

Technology:

Our autonomous electric UGVs employ advanced sensors for real-time crop and weed management.

Utilizing big data and predictive AI models to provide actionable insights for farmers.",Robotics Engineering,Self-employed,Privately Held,"Sant Cugat del Vallès, Catalonia, Spain",Spain,agrikola.ai,https://www.linkedin.com/company/agrikola-ai
Fundación Excelem,"La misión de Excelem es conformar un ecosistema transversal en torno a la Robótica y la Automatización, que coordine las acciones y necesidades de los ámbitos educativo, institucional y empresarial, con el objetivo de mejorar la formación a todos los niveles, fomentar el desarrollo de tecnología innovadora, crear empresas punteras en el sector y generar empleos de calidad en la Región de Murcia.",Robotics Engineering,2-10 employees,Partnership,"Murcia, Region of Murcia, Spain",Spain,excelem.org,https://www.linkedin.com/company/fundacion-excelem
Botbox Ibérica S.L.,Soluciones de garras para robots y componentes de automatización.,Robotics Engineering,2-10 employees,Privately Held,"Cocentaina, Valencian Community, Spain",Spain,botboxiberica.es,https://www.linkedin.com/company/botboxiberica
Nakire Technology,"Nakire Technology está especializada en automatización logística mediante robots móviles autónomos (AMR), desarrollando soluciones de picking Goods to Person y transporte interno para operaciones industriales y logísticas.

Combinamos robots AMR de Hikrobot con software propio desarrollado en España, diseñado para coordinar flujos, tareas e integración con ERP y SGA de forma robusta, flexible y escalable.

En 2021 realizamos junto a Hikrobot su primera implantación de robots AMR en España, y en 2022 la primera implantación en LATAM para el sector retail farmacéutico.

Nakire desarrolla proyectos llave en mano, incluyendo ingeniería, software, integración, instalación, puesta en marcha y soporte postventa.

Nuestro equipo técnico senior combina experiencia real en operaciones, automatización y mantenimiento industrial, con foco en implantar soluciones fiables, sostenibles y preparadas para crecer a largo plazo.

Creemos en una automatización aplicada con criterio: tecnología útil, proyectos bien ejecutados y relaciones de confianza a largo plazo con nuestros clientes.",Robotics Engineering,2-10 employees,Privately Held,"Barcelona, Catalonia, Spain",Spain,nakire.es,https://www.linkedin.com/company/nakire
Honu Robotics,"Welcome to Honu Robotics. 

 The robotics software world is a fascinating ecosystem composed of many different areas and dozens of possibilities that are growing and evolving quickly. Do you need help?

 At Honu we have decades of experience in different areas of robotics: from robotics DevOps until maritime robotics passing through UAVs or even organizing international competitions. We are part of the core development, maintenance, and decision teams within the open-source robotics community in projects like ROS or Gazebo.

Honu can provide you expert help in different ways: participating with directors and project leads in the roadmap and architecture design, assisting managers and developers in choosing the correct combinations of software, optimizing and speeding up your development and testing procedures with infrastructure, simulation or new tooling. We complement your internal resources with our experience supporting all stages of implementation from creating prototypes to maintaining production software.

  Ready to take your robotics project to the next level? Honu can provide you with an answer to your existing issues. Explore solutions by contacting us. “Defer no time, delays have dangerous ends.”

robotics consultancy | robotics company | robotics consulting |  robot simulation | maritime robotics | uavs | drones | robotics competitions | ROS | Gazebo | Isaac Sim",Robotics Engineering,2-10 employees,Privately Held,"Madrid, Community of Madrid, Spain",Spain,honurobotics.com,https://www.linkedin.com/company/honurobotics
Robotica colaborativa MKS,"Empresa dedicada a la robótica colaborativa, automatización y control de procesos industriales, distribuidores e integradores oficiales de Han ́s robot, DH Robotics y Mech Mind.
No solo comercializamos nuestros productos tambíen los integramos en empresas de todos los tamaños.
Apostamos por la innovación y el desarrollo, estamos en constante evolución para poder ofrecer a cada uno de nuestros clientes los productos punteros en Industria 4.0.
Nos aseguramos de que su aplicación sea un éxito con un asesoramiento experto antes de comprar y soporte técnico ilimitado después de la compra.
Dedicamos gran tiempo y esfuerzo para entender las necesidades de cada cliente, ofreciendoles productos que aumenten su competitividad y valor añadido.",Robotics Engineering,2-10 employees,Self Owned,"Lesaca, Chartered Community of Navarre, Spain",Spain,mekatronikasistemak.com,https://www.linkedin.com/company/robotica-colaborativa-mks
Loading Robots,"Loading Robots is an innovative spin-off of Duro Felguera, a leading Spanish multinational company with more than 165 years of industrial and technological experience.
Our mission is to redefine the logistics industry by facilitating fully automated truck loading operations, without the need to modify trucks or layouts. 
We are driven by the vision of streamlining and optimising the intralogistics processes of the future, while ensuring efficiency, convenience and sustainability in the field of automation.",Robotics Engineering,"501-1,000 employees",Public Company,"Gijón, Principality of Asturias, Spain",Spain,loadingrobots.com,https://www.linkedin.com/company/loadingrobots
BAUP,Robotics & Kinetic Art Studio,Robotics Engineering,11-50 employees,Privately Held,"A Coruña, Galicia, Spain",Spain,baup.es,https://www.linkedin.com/company/baup
EONSEA,EONSEA is working on reducing the costs and risks associated with boat inspections by using ROVs to periodically monitor their maintenance and generate reports based on computer vision and AI.,Robotics Engineering,2-10 employees,Privately Held,"Seville, Andalusia, Spain",Spain,eon-sea.com,https://www.linkedin.com/company/eonsea
Semapro,"Comenzamos nuestra actividad en el 2006 siendo hace cinco años que nos formamos en sociedad. 
Nos dedicamos al servicio técnico y mantenimiento para la robótica industrial. Los principales servicios que ofrecemos son:
- Asistencia técnica para robótica  (reparación y averías)
- Mantenimiento y conservación de células robotizadas
- Interconexiones eléctricas para nuevos procesos
- Adaptación de seguridades a normativas
- Remodelación de células o robots
- Accesorios y consumibles para robótica
- Apoyo técnico en nuevas inversiones
- Venta de material de recambio
- Venta de robots de segunda mano adaptados a la necesidad del cliente
- Reparación de consolas de todo tipo de marca",Robotics Engineering,2-10 employees,Self Owned,"Cornellà de Llobregat, Catalonia, Spain",Spain,semapro.es,https://www.linkedin.com/company/servicio-mantenimiento-robotica
INGENIALMA,"Centramos nuestra actividad en 4 líneas de negocio: 
	1. Inspección de piezas con visión artificial
	2. Paletizado y manipulado de piezas con robótica industrial
	3. Ingeniería industrial integral
	4. Desarrollo de producto propio: manos robóticas

Apostamos por la creatividad y la innovación tecnológica, dando respuestas personalizadas a nuestros clientes. Nos adaptamos a los distintos sectores industriales. Nuestros proyectos son nuestra propuesta de valor. 

La experiencia adquirida en cada reto hace que hayamos desarrollado un equipo multidisciplinar capaz de aportar soluciones transformadoras a la industria.",Robotics Engineering,2-10 employees,Privately Held,"Mutilva Baja, Chartered Community of Navarre, Spain",Spain,ingenialma.com,https://www.linkedin.com/company/ingenialma
Canarias Robotics,Venta y soporte técnico de Robots y Cobots para empresas. Somos distribuidor oficial de PUDU Robotics.,Robotics Engineering,2-10 employees,Self Owned,"Las Palmas de Gran Canaria, Canary Islands, Spain",Spain,canariasrobotics.es,https://www.linkedin.com/company/canarias-robotics
