Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
ER4GADGETS INC.,"Professional cell phone repair for all brands and models including Apple iPhones, Android smartphones, flip phones, and more. Our trained technicians also fix all brands and models of Windows and Mac laptops, iPads and other tablets, iPods, and video game consoles. No matter the gadget, don't let it die! 

Offering free estimates and same day service, we can revive your broken iPhone, smartphone, or any mobile device! Our customers love our reliable and fast service that comes for years of experience working on a large variety of mobile gadgets. From motherboards to buttons, to broken LCD and glass touch screens, our electronics repair shop has state-of-the-art repair workstations so that our technicians can use the most innovative and accurate tools combined with their old-style troubleshooting know-how.

Drop by our shop at 4151 Southwest Freeway suite 460 Houston Texas 77027 Or give us a call (281) 394-9995 to ask questions about your broken gadget.",Consumer Electronics,2-10 employees,Privately Held,"Houston, Texas, United States",United States,er4gadgets.com,https://www.linkedin.com/company/er4gadgets
Phoenix Audio Video LLC,"Phoenix Audio Video & Systems Integration specializes in the sales, design, custom installation and service of audio component systems, home theater, home automation, lighting and motorized shade and window treatments, Network/IT/Communication systems.",Consumer Electronics,11-50 employees,Partnership,"Fairfield, Connecticut, United States",United States,phoenixaudiovideo.com,https://www.linkedin.com/company/phoenix-audio-video-llc
R3UP,"R3UP breathes new life into electronic waste, empowering organizations with full-service technology solutions for mobile devices and IT assets. We offer high returns on your IT assets and devise custom software solutions to streamline IT asset management.

Our commitment to the environment echoes in our innovative solutions for e-waste disposal and repurposing, sculpting a sustainable path for the digital world.

For mobile device trade-ins, explore http://R3upnow.com. If you require a bespoke trade-in program or custom software to manage your IT Assets, visit http://R3upnation.com.",Consumer Electronics,11-50 employees,Privately Held,"Iowa City, Iowa, United States",United States,r3upnow.com,https://www.linkedin.com/company/r3up
Advanced Integrated Systems (ais),"Here at AIS we do everything from Home Automation, Security Systems, Home Theaters, Robust Networks, Central Vac, Automated Shades, and much more. We work with the best brands to provide an easy to use solution for our customers to take advantage of all the products they love.

Our mission is very clear - to be your trusted home partner and offer a full line of services for every area of your home or business.",Consumer Electronics,11-50 employees,Privately Held,"Tremonton, Utah, United States",United States,aisav.com,https://www.linkedin.com/company/aisavutah
Wanhao USA,"Wanhao USA is the #1 dealer of Wanhao 3D Printers in North America. Via our online store we provide a full line-up of desktop 3D printers, parts, and filament to customers around the world. We specialize in providing industrial-grade machinery at an affordable price point for all users.",Consumer Electronics,2-10 employees,Privately Held,"Miami, Florida, United States",United States,wanhaousa.com,https://www.linkedin.com/company/wanhao-usa
UNA Smart,"UNA Smart is a startup company based in upstate New York, and its mission is to develop technological products that can change the way people experience simple activities in the daily routine, like riding a bike or drinking a cup of coffee.",Consumer Electronics,2-10 employees,Privately Held,"Rochester, New York, United States",United States,unasmart.com,https://www.linkedin.com/company/una-smart
MOTI,"MOTI (www.moti.io) is your new smart companion for building better habits. His purpose is to empower people to live happier and healthier lives, one habit at a time. Imagine being able to exercise regularly, start a mindfulness practice, or go to bed earlier without forcing yourself. MOTI helps you form lasting habits through delightful nudges and celebrations, powered by deep analytics. More than just a cute reminder tool, and unlike activity-tracking wearables and mobile apps, MOTI makes habit formation seamless and delightful by living in your world - tracking and keeping you accountable throughout the day with interactive lights, haptics, and sounds.",Consumer Electronics,2-10 employees,Privately Held,"San Francisco, United States",United States,moti.io,https://www.linkedin.com/company/moti
Nerds Shop,"Nerds Shop is your local online e-retailer & authorized reseller of various known brands. We excel in selling consumer electronic goods like laptop, desktop, printer, smart TV's, smartphones, cameras and many other accessories along with softwares, product support & product insurance. 
We try to provide a wonderful and easy shopping experience to all our customers along with a lot of goodies! Free shipping on all products, exclusive deals on a daily basis, massive discounts on products and services and the list keeps on going.
We also provide the support you need once you have purchased your desired product & we be with you at all times whenever you face any problem related to your electronic device. 
Nerds are the Best, Because we are not like the Rest!",Consumer Electronics,11-50 employees,Privately Held,"Chester Springs, Pennsylvania, United States",United States,nerdsshop.us,https://www.linkedin.com/company/nerds-shop
DashCam Bros,"DashCam Bros serves the commercial and consumer market by providing competitive prices on dash cams and related accessories to equip drivers and businesses with the tools necessary to protect themselves from unsafe driving and undue liability on the road. We aim to provide a memorable experience when you shop on our online store by offering quality products with top-rated customer service and product knowledge. 

By purchasing from DashCam Bros, you can rest assured that you will have access to our US based support team that can answer any questions, troubleshoot any issue you may run into with your new dash cam. 

See what our customers are saying about us here - https://www.shopperapproved.com/reviews/DashCamBros.com/",Consumer Electronics,2-10 employees,Privately Held,"Albany, New York, United States",United States,dashcambros.com,https://www.linkedin.com/company/dashcam-bros
Savvy Life AV Inc,"Savvy Life AV Inc is a low voltage integration company that designs and installs audio/video/automation/security systems for custom homes.  We work with our clients to design systems that meet their specific needs and lifestyle with the purpose of making their living environment more pleasant.  We do this by automating routine tasks that require interaction with the technology in the home and install high quality audio and video components, shades solutions, lighting and temperature control, and security to ensure that every interaction with home technology is the best experience possible.",Consumer Electronics,2-10 employees,Privately Held,"Castle Rock, Colorado, United States",United States,savvylifeav.com,https://www.linkedin.com/company/savvy-life-av-inc
"Simply Connected, Inc.","Simply Connected is a leader in home integration specializing in the design and installation of structured wiring, distributed audio, home theater, lighting control, security systems, and more. 
  Staying on the cutting edge of technology while meeting the ever changing needs of our customers.
  Our goal is to provide you the service, the entertainment, the technology, and most importantly, the controls to allow you to easily enjoy your living environment to the fullest.
  We have a rare combination of Systems Designers, Programmers, and Installers that can provide creative designs, seamless integration and unparalleled usability of your home or business.
  All installations are performed by professionally trained installers and certified technicians.  We recognize the special care and attention to detail needed when building your dream home.",Consumer Electronics,2-10 employees,Privately Held,"Las Vegas, Nevada, United States",United States,scilv.com,https://www.linkedin.com/company/simply-connected-inc-
PAQ Wear,"Everyone deserve to enjoy how they wake up and go about their day. Whether so their partner can sleep in a few extra minutes or to make some coffee and watch the sunrise. It's the little things.

We're dedicated to creating mindful tech that improves the quality of life of ourselves and those around us. We believe that people deserve to optimize their lifestyle without having to make compromises on comfort and their relationships. 

Our first product VibeRise combines the best of sleepwear and sleeptech to make direct improvements and insights on better sleep.

Our device is a silent sensory wearable that makes waking up stress-free with haptic motors that make it easier to feel awake and energized in the morning. 
Our app provides the best actionable insights in how to improve your sleep.

Perfect for heavy sleepers and morning go-getters, we’re making it easier to get up in the morning and optimize the rest of your day (and your sleep!)

We are live on Indiegogo! Please visit our website for more details!",Consumer Electronics,2-10 employees,Privately Held,"San Diego, California, United States",United States,paqwear.com,https://www.linkedin.com/company/paq
"A+ Communication, Security, & Home Solutions","Since 2001 many businesses have discovered the value of A+ Communications & Security's unique approach to doing business. Providing telecommunication & security expertise on an as needed basis to bring the right resources at the right time for clients. In order to serve our clients' growing needs, A+ Communications & Security has expanded it's services to include A+ Home Solutions for your Home Theater, Home Security, and Commercial Audio/Video needs in and around Des Moines, IA.

A+ serves and supports clients around the Des Moines Metro as well as 7 states surrounding Iowa and continues to expand into new arenas.  Our professional experienced staff is committed to serving you and helping your business reach it's goals. A+ technicians are highly trained and are the most conscientious professionals in the business. This is critical because today’s security and communications equipment depends on precise installation techniques.",Consumer Electronics,51-200 employees,Public Company,"Grimes, Iowa, United States",United States,onlineaplus.com,https://www.linkedin.com/company/a-communication-security-home-solutions
Comware AV,"We design, deploy, and maintain the most technologically advanced automation systems to bring people’s lifestyles and technology together.",Consumer Electronics,11-50 employees,Privately Held,"Southlake, Texas, United States",United States,comwareav.com,https://www.linkedin.com/company/comwareav
Zeus Integrated,"Systems for music, video, lights, climate and security have become more intelligent enabling you to easily operate them from a smart phone, tablet, keypad, or touch panel. Effortlessly listen to your favorite music from any area of the home with a single button press or set the lights and shades to create ambiance for entertaining in your open concept kitchen and living area. From your mobile device while at home or away you can view surveillance cameras, unlock the door if your child forgets the key, or set the temperature. Smart home automation technology adds convenience, comfort, and peace of mind. It’s pretty cool too! Smart home technology solutions available for new construction and existing homes throughout Manhattan, the greater New York area, and Florida.",Consumer Electronics,2-10 employees,Partnership,"Nanuet, New York, United States",United States,zeusintegrated.com,https://www.linkedin.com/company/zeus-integrated
Cinch Gaming,We create most advanced professional game controllers in the world. Contact us via support@cinchgaming.com,Consumer Electronics,2-10 employees,Privately Held,"Southfield, Michigan, United States",United States,cinchgaming.com,https://www.linkedin.com/company/cinchgaming
LETHAL.GG,"The difference between good and great is measured in milliseconds.

[ MICE & MODS · SKATES · GRIPS · KEYBOARDS · CABLES · SWITCHES & MORE ]",Consumer Electronics,2-10 employees,Privately Held,"Atlanta, Georgia, United States",United States,lethal.gg,https://www.linkedin.com/company/lethal-gg
Zolt,"Zolt produces the smallest and most efficient power systems in the world. With 37 issued and 70+ filed patents, our team of industry veterans combines a proven track record of bringing trusted engineering and smartly designed power solutions to today’s always connected and highly mobile consumers. Smaller, lighter and smarter is our mantra. At just 3-inches and 3-ounces, the Zolt Laptop Charger Plus enables consumers to carry a single compact power charger capable of charging a laptop and a variety of mobile devices simultaneously. 

Headquartered in San Jose, our investors are Khosla Ventures and Intel Capital. For more information, please visit www.gozolt.com.",Consumer Electronics,51-200 employees,Privately Held,"San Jose, California, United States",United States,gozolt.com,https://www.linkedin.com/company/zolt
Bobo Limited,,Consumer Electronics,11-50 employees,,"Sacramento, California, United States",United States,bobofoodandbeverages.com,https://www.linkedin.com/company/bobo-limited
Chaos Audio,We're building guitar tech that feels like magic. Warning: it might get loud.,Consumer Electronics,2-10 employees,Privately Held,"Panama City Beach, Florida, United States",United States,chaosaudio.com,https://www.linkedin.com/company/chaos-audio
Audio Video Extremes,"Audio Video Extremes specializes in sales and install of audio/video and automation solutions for your home, business, car, boat and RV.  With over 20 years experience in consumer electronics, we do sight and sound right!  Our clients imagination is our only limitation!  We are excited to welcome you into our beautiful new showroom.",Consumer Electronics,11-50 employees,Public Company,"Waite Park, Minnesota, United States",United States,audiovideoextremes.com,https://www.linkedin.com/company/audio-video-extremes
X Lab Inc.,"X Lab is a fintech IoT startup inaugurated in February 2015 to disrupt the offline payment system with its self-developed magnetic flux emulation technology as well as two patent pending security technologies. X Lab's first product, Spendwallet, solves the problem of traditional wallet that lacks storage and security by consolidating all types of cards. It can also bring more convenience to the users by letting them pay anywhere with just a tap. The company, which consists of notable engineers from Cisco, Intel, Qualcomm, Sony Mobile, etc, received two rounds of funding so far.

[iOS Developer Recruitment]

X Lab currently has an opening for an experienced iOS engineer with a strong understanding of mobile application development.
* Preferred qualification: Experiences in Bluetooth Low Energy Stack and SWIFT.
* Employment type: Full-time
* Location: Pangyo Techno Valley
* Working hour: 5 days a week / flexible working hours

We’re proud to offer the following benefits to all X Engineering employees.
* Four major public insurance is must
* Lunch and dinner that you will miss at home will be provided
* For 18 days an year, you will have paid time off, which no one ever bothers to ask why
* Monthly team outings to experience things that we won't ever do ourselves
* Nap room so you can rest and rejuvenate for the remainder of the workday
* Neither dress code and nor forced get-together
* Above all, working at X Engineering is a chance to team up with other talented individuals in a technology-driven company poised to make a difference in the world through the technology we create

How to apply? If you are seeking a position in a company which changes the world through technology, please submit your resume and cover letter at recruit@xengineering.co",Consumer Electronics,11-50 employees,Privately Held,"Newport Beach, California, United States",United States,spendwallet.com,https://www.linkedin.com/company/x-engineering
Techzillasa,"At TECH ZILLA we are here to help you. If you are looking for making
your home a smart environment then our smart system is the ideal
choice to make your life easy. Our smart system will give you the
chance to control your whole home system from Light Switches, AC
Switches, Power Switches, Home Cinema, and Home Security. We also
provide hotels systems and other smart devices such as Smart Cameras,
Sensors, Sound System, Intercom, TV Mirror, and Digital Initiatives. Our
Smart Home Solutions will make your life free of stress. With our Smart
Home technology, you aren’t even required to move a muscle; our
system does it all for you. It achieves everything in your house and
most importantly you will save energy and less responsibilities. Our
smart home system will take care of you and your home in a smarter
way!",Consumer Electronics,11-50 employees,Privately Held,"Thorsby, Alabama, United States",United States,tech-zilla.com,https://www.linkedin.com/company/techzilla-sa
"Soundworks, Inc.","Soundworks is a passionate company that will guide you through every phase of a technology upgrade, applying the newest technology to any home, regardless of age. Soundworks is a certified Custom Electronic Design and Installation Association member.",Consumer Electronics,11-50 employees,Public Company,"Armonk, New York, United States",United States,soundworksny.com,https://www.linkedin.com/company/soundworks-inc-
The Lyceum,"Simplify Engineering 

The Lyceum is an online collaborative software that facilitates hardware system engineering research & development and manufacturing by automating data-intensive tasks, keeping a track record of historical technical data, and offering tools for online groupwork.",Consumer Electronics,2-10 employees,Privately Held,"Larkspur, California, United States",United States,thelyceum.io,https://www.linkedin.com/company/lyceumthe
Velocitek,Velocitek enables dinghy and sportboat racers to improve their boat speed and tactics with real-time on-the-water performance feedback from the SC-1 and SpeedPuck high-accuracy GPS instruments as well as post-race analysis using the Velocitek SpeedPlay race replay computer program. The Velocitek system is unique in that it forms a completely integrated hardware-software solution for GPS-assisted sail training. Find out more at velocitek.com,Consumer Electronics,2-10 employees,Privately Held,"San Mateo, California, United States",United States,velocitek.com,https://www.linkedin.com/company/velocitek
"R2W, Inc","R2W, Inc. is a company that provides world-class technology system experiences for both commercial and residential projects. Since the inception of the company in 2001, we have assembled an industry-leading team of professional engineers, project managers, programmers, technicians and back-office staff. Our mission is to provide the highest level of technology while ensuring simplicity, reliability and aesthetics.

R2W, Inc. is dedicated to solving unique and ever-changing challenges with “Technology in the Right Direction”. We are an engineering-based company that focuses on the small details upon project inception. We employ best-of-class engineers and project managers with specialties in each system area that we provide:

•Audio and Video
•Automation and Control
•Cable Infrastructure
•Lighting Systems and Control
•Life Safety
•Medical Technology and Nurse Call
•Security and Surveillance
•Telephone and Data

Our approach of design/engineering coupled with the project experience and technical staff, R2W, Inc. provides a customer experience that is second to none.",Consumer Electronics,51-200 employees,Privately Held,"Las Vegas, Nevada, United States",United States,r2winc.com,https://www.linkedin.com/company/r2w-inc
C. Crane,"For over 35 years, C. Crane has been providing products that enhance people lives, primarily for talk radio listening. Specializing in long-range radio & WiFi reception, emergency communications and audio designed for spoken word. C. Crane is located in Fortuna, a small town in the wilds of Humboldt County California; home of the world's tallest trees and 6 free flowing rivers. The proximity to nature and a low key lifestyle where we live and work with our neighbors is extended to our values. We treat our customers the way we want to be treated and take the time to listen to them. We enjoy the feedback we receive about our radio and audio products. Remaining true to our values has helped us create a company we are proud of.",Consumer Electronics,11-50 employees,Privately Held,"Fortuna, California, United States",United States,ccrane.com,https://www.linkedin.com/company/c.-crane-co.
GMYLE,"GMYLE is a brand with brilliant ideas servicing today’s mobile world. Established in 2005, GMYLE is a trusted name. As a leader in developing MacBook, Tablet, Smartphone Accessories and many other products we enhance consumers’ lives. We carry gadgets that are stylish, practical, and easy to use. At GMYLE we truly aim to produce ""Gadgets that Make Your Life Easier.""",Consumer Electronics,11-50 employees,Privately Held,"Santa Clara, California, United States",United States,gmyle.com,https://www.linkedin.com/company/network-partner-limited
Epik One,"Epik One is a product of many years of experience in the mobile phone industry. The company was founded on the principles of quality, design
and attention to details.

The Epik team is comprised of passionate individuals who are dedicated to their work and their area of expertise.",Consumer Electronics,201-500 employees,Partnership,"Miami, Florida, United States",United States,epikmobile.com,https://www.linkedin.com/company/epikmobile
Connect Wolf Health,"Giving moms the connection they desire and the peace of mind the need. Answering ""Where is he and is he okay?"" 

Your baby. Your grandmother. Your patient. Your peace of mind.  Our modular wearable delivers location and heart rate information without requiring another device to connect through Bluetooth or WiFi.  Outer comfort design customized through market guidance for each purpose.
-IOMT Healthcare device for your organization's system
-Feel connected with your baby and check on her whenever you want from wherever you are
-Monitor the residents in your senior center or patients on your floor
-Give parents the option to rent family trackers at your amusement park, zoo, or arena",Consumer Electronics,2-10 employees,Privately Held,"Pittsburgh, Pennsylvania, United States",United States,connectwolf.com,https://www.linkedin.com/company/connect-wolf
Frontline Sales & Marketing,"At Frontline Sales and Marketing we are passionate about the technology and solutions we represent. Leveraging decades of industry and market experience, our team understands the unique needs of customers ranging from big-box national retailers to independent custom integrators. We continuously strive to exceed customer expectations by offering consultation, system design, technical training, and personalized support services.

We pride ourselves on truly getting to know our clients business needs through consistent and clear communication. This unique insight allows us to deliver value-added support to both our dealers and manufacturing partners.",Consumer Electronics,2-10 employees,Privately Held,"Mendota Heights, Minnesota, United States",United States,frontlinesales.net,https://www.linkedin.com/company/frontline-sales-&-marketing
Genesis Automation Inc,"Genesis Automation puts integrated systems control for your home or office at your fingertips. Genesis has been a leader in the South Florida community of low voltage contractors since 1992, delivering a quality custom product for both the commercial and residential markets.

From design, to pre-wire, through installation and support our team of professionals make controlling your environment as easy as pushing a button.

Tell us what you want and we’ll find the best way to design your installation. Genesis has contracts with manufacturers that produce the highest quality products in their fields. This enables us to put together a system that fits your needs while ensuring top quality performance. We don’t just look good behind the walls, we think the lighting controls, theater, communications and security systems, should enhance the interior design. Genesis works closely with the designer to ensure the “flow” and “feel” of the space is congruous with the electronics. At Genesis Automation, we integrate the process of design and installation with the owners, general contractor, the electrician, and the interior designer. We are part of a team that makes your project work.",Consumer Electronics,11-50 employees,Privately Held,"Fort Lauderdale, Florida, United States",United States,genesisautomationinc.com,https://www.linkedin.com/company/genesisfortlauderdale
Seymour-Screen Excellence,"Seymour-Screen Excellence is a US manufacturer of high-end acoustically transparent projection screens for North America.  Founded as a joint venture from Seymour AV, which serves the value-internet direct home theater segment, and Screen Excellence, a U.K. screen manufacturer for the high-end home theater segment.",Consumer Electronics,"10,001+ employees",Privately Held,"Ames, Iowa, United States",United States,seymourscreenexcellence.com,https://www.linkedin.com/company/seymour-screen-excellence
Kaady Car Wash,"Kaady Car Washes is an advanced car wash service provider founded in 1976, serving the Portland/Vancouver area and expanding to Corvallis, Oregon, and the Bay area of Northern California. They offer a state-of-the-art car washing system using patented equipment and sophisticated cleaning chemicals, focusing on customer satisfaction and environmental benefits. Kaady Car Washes emphasizes efficiency, convenience, and vehicle care through their unique machinery and computer-controlled water management system, conserving water resources. Their services include car washing, cleaning, and protection products, with a commitment to providing a quick, convenient, and environmentally friendly car care experience.",Consumer Electronics,11-50 employees,,"Portland, Oregon, United States",United States,kaady.com,https://www.linkedin.com/company/kaady-car-wash
"GTR Technologies, Inc.","GTR Technologies Inc – is a technology and product development company that designs, produces and sells innovative home products.  GTR currently offers products through Home Depot, Lowe’s, Costco and Best Buy throughout the United States and Canadian markets.",Consumer Electronics,11-50 employees,Privately Held,"Port Orchard, Washington, United States",United States,gtr-inc.com,https://www.linkedin.com/company/gtr-technologies-inc
"Arsenal, The Intelligent Camera Assistant","Capture amazing photos with Arsenal, the Intelligent Camera Assistant. Unlock the full potential of your DSLR or mirrorless camera. Arsenal’s ultralight hardware uses state of the art AI to take better photos in any condition.

Arsenal lets you control your camera from up to 100 feet away. Use the smart assistant AI, set the shutter speed, aperture, and ISO, see a live preview, or trigger the shutter from your smartphone.",Consumer Electronics,11-50 employees,Privately Held,"Bozeman, Montana, United States",United States,witharsenal.com,https://www.linkedin.com/company/witharsenal
Kut A Cord Entertainment,"Kut A Cord Entertainment produces and sells the KACE SmartHub. Invented to help with movement disabilities by wirelessly connecting all services and devices to stream and record all content, but turned out to be federally guaranteed to save over 100 million Americans $420/yr.

It takes your fiberoptic/ethernet/cellular internet connection, coax cable/satellite broadcast TV connection, and HDMI/USB/ethernet/WiFi/Bluetooth connections from other devices to wirelessly stream all content to all TVs and devices with the ability to record everything. So its cable/satellite broadcast TV, streaming services, Telemedicine, Distance Education, Remote Workspaces, Gaming/eSports, and much more in the KACE App Store with cloud storage options, ppv/on demand content, security services, and control over your home.

You don't need to cut the cord to have control from service providers, only Kut A Cord, consolidate the rest, and enjoy your home media. It's an upgrade that makes home media easy & efficient (time, energy, money, resources) and gives control to customers.",Consumer Electronics,2-10 employees,Privately Held,"Dallas, Texas, United States",United States,kutacord.com,https://www.linkedin.com/company/kut-a-cord-entertainment
Audiosnax,"AudioSnax is the leading vendor for high-end speakers. Our sound engineers are passionate about music and have spent the past two years extensively researching consumer needs in order to achieve one simple goal: create an ultra portable wireless speaker that fills a room with unrivaled quality sound. Mission accomplished.

We value presentation and durability as well. The gorgeous exterior is meant to be inconspicuous yet is monumental in design and houses our super bass technology for high definition sound. Thanks to AudioSnax, seizing the moment with the right soundtrack is possible virtually anywhere.

We put a lot of heart and soul into developing our speaker and we hope you enjoy using your X-1 with equal devotion.",Consumer Electronics,11-50 employees,Privately Held,"Los Angeles, California, United States",United States,audiosnax.com,https://www.linkedin.com/company/audiosnax
