Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Data Maple AI,"Founded in Montreal, Canada, in 2024, Data Maple AI is an AI-driven Venture Builder that creates and scales digital ventures. We combine artificial intelligence, business intelligence, intelligent automation, and modern software engineering to turn ideas into sustainable businesses and scalable digital products.
Currently active in Brazil, our portfolio spans fintech, innovation funding, mobility, investor communities, and AI-powered platforms. We are part of Feevale Techpark and participate in a startup program in partnership with Universidade Feevale, gaining access to a research and networking ecosystem that supports the development of high-growth technology businesses.
Building Digital Ventures. Driven by AI.",Space Research and Technology,2-10 employees,Privately Held,"Montreal, Quebec, Canada",Canada,datamaple.ca,https://www.linkedin.com/company/data-maple-ai
Galaxy - Beyond The Sky,"""We hope to touch the troposphere as soon as possible...""
CEO & President of GALAXY - Lorenzo De Donato",Space Research and Technology,2-10 employees,Privately Held,"Vancouver, British Columbia, Canada",Canada,,https://www.linkedin.com/company/galaxy-beyond-the-sky
NeuroOrbit Ai,"NeuroOrbit AI is an advanced platform for real-time space data processing, analysis, and visualization.

We combine AI, remote sensing, and satellite imaging to deliver actionable cosmic insights—designed for aerospace, research, defense, and emerging space industries.

Our mission is to accelerate space exploration through automation, make data accessible to everyone, and connect brilliant minds to universal discoveries.

 Whether you're a researcher, investor, or visionary—join us in decoding the universe.

 neuroorbitai.com | mission@neuroorbitai.com",Space Research and Technology,2-10 employees,Self Employed,"Montreal, Quebec, Canada",Canada,neuroorbitai.com,https://www.linkedin.com/company/neuroorbitai
SkyGuardians,,Space Research and Technology,2-10 employees,Privately Held,"Montreal, Quebec, Canada",Canada,skyguardians.co,https://www.linkedin.com/company/skyguardians-co
EarthDaily,"EarthDaily is the end-to-end provider of Earth Observation solutions, combining deep domain expertise with powerful technology to deliver daily, global insights at unmatched scale and precision. Through our Constellation, a fleet of cutting edge satellites, we detect broad-area change, monitor the planet in near real-time, and deliver actionable intelligence. Our vertically integrated approach spans data collection, processing, analytics, and application, enabling customers to unlock value, improve efficiency, and manage risk across agriculture, forestry, insurance, mining and governmental sectors. We deliver the fuel to power your decisions.",Space Research and Technology,201-500 employees,Privately Held,"Vancouver, British Columbia, Canada",Canada,earthdaily.com,https://www.linkedin.com/company/earthdailyanalytics
Friends of NASA,"Friends of NASA is an independent non-governmental organization (NGO) dedicated to building international support for peaceful space exploration, commerce, scientific discovery, and STEM education. 
Science, Technology, Engineering, Mathematics (STEM)
Friends of NASA LinkedIn Group: https://www.linkedin.com/groups/110506

Friends of NASA Motto: ""For the Benefit of All!""

Founded in 2008, Friends of NASA has 24,000+ professional members worldwide on LinkedIn & 270,000+ public followers on social media combined. Our shared multimedia content has received over 700 million views to date (Google verified).

Support Friends of NASA at: FriendsofNASA.org 
Visit & follow Friends of NASA's social media channels: 
Friends of NASA LinkedIn Group: https://www.linkedin.com/groups/110506
Facebook: http://www.facebook.com/FriendsofNASA
X (Twitter): https://x.com/FriendsofNASA
Instagram: https://www.instagram.com/FriendsofNASA (5,800+ posts!)
YouTube: https://www.youtube.com/@FriendsofNASA

Our professional members include civil space agency officials, government representatives, engineers, scientists, aviation/aerospace/space professionals, business leaders, academics, graduate students, educators, science writers, and concerned private citizens of influence from over 50 countries around the world.

The National Aeronautics and Space Administration (NASA) is the U.S. government agency responsible for the civilian space program and for aeronautics & aerospace research.

Friends of NASA was founded in 2008 by Executive Director, Dwayne Lawrence, as a volunteer-operated organization in honor of the 50th anniversary of NASA’s establishment on July 29th, 1958 by US President Dwight Eisenhower. 

Friends of NASA is headquartered in Montreal, Canada near the Canadian Space Agency (CSA). We work in cooperation with government agencies and non-profit groups, including the Canadian Space Society (CSS), and The Planetary Society.",Space Research and Technology,11-50 employees,Non Profit,"Montreal, Quebec, Canada",Canada,friendsofnasa.org,https://www.linkedin.com/company/friends-of-nasa
Xona,"Next-era navigational intelligence that brings real-time, centimeter-level certainty to any device, anywhere on Earth.",Space Research and Technology,51-200 employees,Privately Held,"Montreal, Quebec, Canada",Canada,xonaspace.com,https://www.linkedin.com/company/xona-space-systems
NorthStar Earth & Space,"NorthStar seeks to empower humanity to preserve our planet through a unique Space and Earth information & intelligence platform using space-based sensors. NorthStar strives to help transform the way governments, industry and institutions assess risk, enforce regulations and make decisions to foster the sustainable development of our planet and deliver a safe and secure near-Earth environment.

NorthStar’s space-based commercial Space Situational Awareness services address many of the critical and immediate challenges facing all satellite operators.  Striving to see every object in every orbit, NorthStar will deliver more frequent and precise observations of resident space objects than any other current system. Through a suite of high-speed decision quality information services derived from its unparalleled coverage, object custody, and enhanced predictive analytics, NorthStar generates its Space Information & Intelligence services.",Space Research and Technology,11-50 employees,Privately Held,"Montreal, Quebec, Canada",Canada,northstar-data.com,https://www.linkedin.com/company/northstar-earth-and-space
Ubotica Technologies,"Founded in 2016, Ubotica Technologies is the leader in SPACE AI, providing the intelligence that makes satellites truly smart. Our onboard processing solutions enable satellites to think, see, and act autonomously, delivering real-time, actionable insights while reducing data bottlenecks and latency.

We collaborate with leading space organizations, including NASA, and ESA to advance the capabilities of autonomous satellite operations. From intelligent space cameras to autonomous satellite collaboration, we are shaping the future of space intelligence.

Discover how Ubotica is revolutionizing satellite operations—visit our website to explore our cutting-edge SPACE AI solutions.",Space Research and Technology,11-50 employees,Privately Held,"Ottawa, Ontario, Canada",Canada,ubotica.com,https://www.linkedin.com/company/ubotica
Space Concordia,"Space Concordia is an award-winning, multidisciplinary student space program dedicated to the inspiration and education of the next generation of space engineers.

Space Concordia designs and builds novel space technologies, notably launching the first student-built satellite in Quebec to orbit, and firing the most powerful student-built rocket engine in the world. SC also works on advanced Mars rover analogues and performs space related health research.",Space Research and Technology,201-500 employees,Non Profit,"Montreal, Quebec, Canada",Canada,,https://www.linkedin.com/company/spaceconcordia
Mission Control,"Mission Control empowers explorers by innovating to make advanced software viable for use in space. Using our software, customers can simplify mission development and operations while unlocking the potential of new scientific and commercial opportunities on the Earth, Moon, Mars, and beyond. 
Our software is used by mission controllers, scientists, and software developers who seek faster deployments, lower-cost mission development, and valuable data returns.",Space Research and Technology,11-50 employees,Privately Held,"Ottawa, Ontario, Canada",Canada,missioncontrolspaceservices.com,https://www.linkedin.com/company/mission-control-space-services
SBQuantum,Shine Bright Quantum unlocks the full potential of Magnetic Intelligence through the exceptional accuracy and data richness of diamond magnetometers.,Space Research and Technology,11-50 employees,Privately Held,"Sherbrooke, Quebec, Canada",Canada,sbquantum.com,https://www.linkedin.com/company/sbquantum
ASTROLITH,"ASTROLITH est une unité de recherche transdisciplinaire du Génie des Ressources et des Infrastructures Spatiales, et la première à se consacrer au développement du génie lunaire au Canada.  ASTROLITH est basé à Polytechnique Montréal. Notre mission est de créer une unité de recherche transdisciplinaire unique en ingénierie des ressources et des infrastructures lunaires/spatiales au Québec et au Canada. Nous nous engageons à développer des technologies de pointe qui visent à répondre aux besoins critiques sur Terre dans le contexte des changements climatiques, de la gestion des ressources et du développement durable, tout en contribuant à la présence permanente du Canada dans l'espace cis-lunaire et au-delà. 

----

ASTROLITH is a Transdisciplinary Research Unit in Space Resources and Infrastructure Engineering, and the first to focus on lunar engineering development in Canada. ASTROLITH is headquartered at Polytechnique Montréal. Our mission is to establish a unique transdisciplinary research unit in lunar/space resources and infrastructure engineering in Quebec and Canada. We are committed to developing cutting-edge technologies to address Earth's critical needs in the context of climate change, resource management, and sustainable development while contributing to Canada’s presence in space and lunar exploration.",Space Research and Technology,11-50 employees,Public Company,"Montreal, Quebec, Canada",Canada,polymtl.ca,https://www.linkedin.com/company/astrolith
Perceptive Space,"Better intelligence about the space environment isn't a feature for the space industry - it's a precondition for it. As humanity pushes further into orbit, to the lunar surface, and beyond, the resilience of everything we send up there depends on what we know about the medium it has to survive.
Perceptive Space is building an AI-driven platform that delivers continuous, near real-time space environment intelligence at the resolution operators actually fly with - tuned to your orbit, your asset, your mission.
Not a hemispheric advisory hours after the fact. The drag, charging, dose, and link conditions your spacecraft will see - on a horizon your team can act on.",Space Research and Technology,2-10 employees,Privately Held,"Toronto, Ontario, Canada",Canada,perceptivespace.com,https://www.linkedin.com/company/perceptive-space
Magnestar Inc.,"Magnestar Inc., a space and defense technology company delivering AI-powered spectrum management technology for satellite and military operators.",Space Research and Technology,2-10 employees,Privately Held,"Toronto, Canada",Canada,magnestar.space,https://www.linkedin.com/company/magnestar-inc
YNSAT,"YNSAT is a forward-thinking company dedicated to revolutionizing the accessibility and usability of remote sensing data across various industries. Our flagship platforms, Remote Miner and Remote Enviro, empower mining and environmental professionals to seamlessly process and analyze remote sensing data, transforming complex datasets into actionable insights within seconds.

By integrating advanced analytical capabilities into the industry's easiest-to-use suite of tools, we streamline workflows, enhance decision-making, and drive efficiency for our clients. We are on a mission to make remote sensing data effortless, making it an accessible and invaluable resource for professionals worldwide.

Our products are utilized by leading companies in areas such as mineral prospecting, land rehabilitation, and big-data management, underscoring our commitment to delivering innovative solutions that meet the diverse needs of our clients.

With a global footprint spanning 13 countries and processing millions of square kilometers of data monthly, YNSAT is at the forefront of transforming how industries leverage remote sensing data.",Space Research and Technology,11-50 employees,Privately Held,"Toronto, Ontario, Canada",Canada,ynsat.com,https://www.linkedin.com/company/ynsat
ISPRS 2026 Toronto,"ISPRS 2026 Congress
Toronto, Canada | July 5–12, 2026

The ISPRS 2026 Congress brings together experts, researchers, and professionals from around the world to advance the science and technology of photogrammetry, remote sensing, and spatial information. Organized by the Canadian Remote Sensing Society (CRSS-SCT), this Congress is the premier global event in the geospatial field.

Highlights include:
- Cutting-edge presentations and research 
- Networking opportunities with international colleagues
- Focus on innovation in geospatial sciences
- Special sessions, forums, and panel discussions

Save the date and join us in Toronto for a week of knowledge-sharing, innovation, and collaboration!

#ISPRS2026 #GeospatialScience #RemoteSensing #Photogrammetry #SpatialInformation #Toronto2026",Space Research and Technology,201-500 employees,Non Profit,"Toronto, Ontario, Canada",Canada,isprs2026toronto.com,https://www.linkedin.com/company/isprs2026toronto
ConnectSAT aerospace Lab,"ConnectSAT Aerospace Lab  is dedicated to advancing space technologies, including propulsion systems, satellite payloads, ground systems, and deep space logistics. We collaborate with startups, major companies, academic institutions, and research organizations on innovative space projects aligned with our goal of democratizing access to space and its resources. Our focus is on delivering the world's most affordable connectivity, supporting space explorers with logistics, and providing geospatial data to organizations.",Space Research and Technology,2-10 employees,Privately Held,"Toronto, Ontario, Canada",Canada,connect-sat.com,https://www.linkedin.com/company/connectsataerospacelab
CalgaryToSpace,"CalgaryToSpace is a student-led organization based out of the Schulich School of Engineering at the University of Calgary. The team has successfully designed and assembled FrontierSat, a 3U CubeSat which launched into orbit on May 3, 2026 as Calgary's first student-engineered spacecraft. The team has progressed to mission operations of FrontierSat as well as design of the next satellite project.

FrontierSat carries high-tech science payloads developed by researchers at the University of Calgary and will demonstrate their long-term capabilities in orbit for the first time.

As the only student team in Calgary currently working on real spacecraft, our goal is to encourage interest in the space and aerospace industries in our community while inspiring students with a unique and challenging mission.

CalgaryToSpace advocates for diversity and no experience is required to join our team—university students from all backgrounds and years are welcome. Apply on our website today and let us know about your interests!

We love collaborating with other student teams and industry partners. Visit our website to connect and learn more about how we can work together. 

We are thankful to be supported in our mission by the Schulich School of Engineering, the University of Calgary, the European Space Agency through the educational “Fly Your Satellite!” Test Opportunities programme, and by several industry partners that have made significant contributions to the Canadian space and aerospace sectors.

If you’re interested in supporting our project through a monetary contribution or in-kind donation, please contact general@calgarytospace.ca to learn about available partnership packages for sponsors.",Space Research and Technology,51-200 employees,Educational,"Calgary, Alberta, Canada",Canada,calgarytospace.ca,https://www.linkedin.com/company/calgarytospace
AlbertaSat,"AlbertaSat is made up of close to 80 undergraduate and graduate students who work with the assistance of several faculty advisors at the University of Alberta. We represent a large range of backgrounds and capabilities with a common goal of a better future for humanity. We are human beings looking for a brighter tomorrow – a tomorrow that exists with the journey of humanity to the stars.

Our mission is to build a better future through the development of space technology. We believe that this will allow Alberta to augment many aspects of Albertan industry and society, and move towards a province capable of contributing to a worldwide push for global peace, prosperity and expansion into the solar system.

AlbertaSat built the Experimental Albertan #1 (Ex-Alta 1) Satellite as a part of the QB50 consortium mission.  Along with 37 other cube satellites in the QB50 mission, Ex-Alta 1 measures patterns of space weather on a completely new scale of science.  Ex-Alta 1 launched to the International Space Station April 18, 2017 from Cape Canaveral Air Force Station and was deployed May 26,2017.  More importantly, Ex-Alta 1 represents an opportunity for the University of Alberta and the rest of the province to demonstrate a capability for space technology and betterment of humankind on a global stage.",Space Research and Technology,51-200 employees,Educational,"Edmonton, Alberta, Canada",Canada,albertasat.ca,https://www.linkedin.com/company/albertasat
Stardust,"Stardust is a global leader in space exploration, education, and innovation. Our mission is to make space accessible for all by building ecosystems that empower individuals, industries, and nations to thrive in the growing space economy.

With a focus on cutting-edge technologies, STEM education, and sustainable development, Stardust inspires the next generation through programs like Stardust Odyssey while driving advancements in space policy, habitats, mining, and more. From classrooms to the cosmos, we are dedicated to shaping the future of humanity beyond Earth.

Join us as we connect humanity to the stars and create opportunities for a brighter tomorrow.",Space Research and Technology,2-10 employees,Privately Held,"Cochrane, Ontario, Canada",Canada,stardustinc.ca,https://www.linkedin.com/company/thestardustodyssey
Star Forge,"Star Forge is a deep-tech company delivering products and services in positioning and navigation for both space and terrestrial applications. Our expertise include space optical navigation and attitude estimation, supporting clients developing spacecraft systems that rely on vision-based sensing. We work closely with mission teams to design, simulate, and validate navigation and estimation architectures using multi-sensor optical systems. Star Forge covers algorithm development for relative navigation, feature tracking, and pose estimation. We assist at every phase, from early concept design and technology trades to hardware-in-the-loop testing and flight qualification.",Space Research and Technology,2-10 employees,Privately Held,"Toronto, Ontario, Canada",Canada,starforge.ca,https://www.linkedin.com/company/star-forge
baüne,"At Baüne, we are pioneers in space medicine and technology, dedicated to addressing preventable diseases and health disparities from Space to Earth, and from Earth to Space.

Our mission is to develop innovative healthcare solutions that ensure the well-being of astronauts during deep space missions while improving health outcomes for people on Earth. Our flagship technology, a powerful state-of-the-art integrated medical system of systems (SoS), provides flexible and real-time personalized care, ensuring a continuous care continuum that enhances the safety and success of missions. The Baüne Team is unique, comprising passionate, talented, and driven individuals who form a diverse and integrated team. We not only have the resources but also the expertise to achieve our goals. Join us on our journey to revolutionize healthcare from the depths of space to the heart of our communities.",Space Research and Technology,11-50 employees,Privately Held,"Montreal, Quebec, Canada",Canada,baune.io,https://www.linkedin.com/company/baune-ecosystem
3DSpaceTerraform,3DSpaceTerraform is where over 15 years experience in natural building and design/performance meets years of experience in 3D printing and the AM design space.,Space Research and Technology,Self-employed,Privately Held,"Wabamun, Alberta, Canada",Canada,3dspaceterraform.com,https://www.linkedin.com/company/3dspaceterraform
The Mars Society of Canada,"OUR VISION: The Mars Society of Canada (MSC), is committed to developing a multi-planetary future for humanity through the exploration and inhabitation of Mars. Establishing a permanent human presence on Mars is not only a logical objective, it is pivotal in the future of human life and is arguably one of the most important things that our species will ever do.  It will bring profound benefit to humanity, to our home world, and to the biosphere that raised us.  This will ultimately inspire and guide human societies into a new era of sustainability, environmental responsibility and peaceful coexistence.

OUR MISSION
As a volunteer and membership-based organization, the MSC will help build the foundations for humanity’s leap into space and support settlement activities on Mars once it arrives. To support Canada’s participation in the future establishment of communities on Mars, we are committed to the development  of educational programs, research & innovation projects and analog studies for the benefit of Canada and everyone who shares our vision.  We are dedicated to the values of diversity, inclusion and sustainability and will continue to conduct outreach programs in Canada through the development of local chapters, the staging of conferences and workshops and by forging active relationships with interdisciplinary organizations in academia, industry and the government.  In cooperation with our local chapters and chapters of the Mars Society throughout the world, we will develop and sustain a knowledge-exchange network that is capable of engaging our general membership, the public and space professionals with the evolving challenges of building sustainable communities on Mars with the lessons learned in the terrestrial ecosphere.

Help us to realize our vision by becoming a member today: https://www.marssociety.ca/become-a-member/",Space Research and Technology,2-10 employees,Non Profit,"Chesley, Ontario, Canada",Canada,marssociety.ca,https://www.linkedin.com/company/mars-society-canada
Timechain,"Timechain was founded in 2019 by Louis Cleroux. It specialises in digital asset investment and DeFi (Decentralized Finance) services.
The Timechain ecosystem of products is intended to provide users with a financial independence alternative to traditional banking.
Our mission is to make digital finance's future accessible and simple to use for everyone.",Space Research and Technology,51-200 employees,Privately Held,"Montreal, Quebec, Canada",Canada,timechain.com,https://www.linkedin.com/company/timechainapp
Canadian Space Health Research Network,"CSHRNet's mission is to develop and support research and training initiatives in space health by fostering collaboration between researchers and providing trainees with opportunities to advance their careers in the field. To expand and strengthen the collaborative effort of representatives from academia, private industry and government agencies to work together to facilitate scientific discovery and knowledge translation for the benefit of all Canadians.

Our vision is to be a collaborative research network for the space health community in Canada, and to generate academic knowledge for the benefit of space exploration and for the health and well-being of all Canadians.",Space Research and Technology,2-10 employees,Non Profit,"Calgary, Alberta, Canada",Canada,canadianspacehealth.ca,https://www.linkedin.com/company/cshrnet
PolyOrbite,"PolyOrbite est une société étudiante affiliée à Polytechnique Montréal qui se spécialise dans  le  domaine  des  technologies  spatiales. Notre impact auprès des étudiants et des aspirants professionnels se fait au travers nos projets CubeSat et Rover ainsi que nos activités éducatives. PolyOrbite est une société de renom. Notre équipe CubeSat tient toujours le record de hauteur canadien pour un lancement de ballon sttratosphérique. Notre équipe Rover démontre sa persévérance au Canadian Rover Challenge, se rapprochant de plus en plus du podium. Cette année, notre équipe a remporté la 4ième place, mais s'est classée 1ière parmi les équipes canadiennes.

------------

PolyOrbite is a student organization affiliated with Polytechnique Montreal that specializes in the field of space technology. Our impact on students and aspiring professionals is made through our CubeSat and Rover projects as well as through our educational activities. PolyOrbite is a renowned society. Our CubeSat team still holds the candian record for stratospheric balloon altitude. Our Rover team demonstrates its perseverance at the Canadian Rover Challenge, inching closer and closer to the podium. This year, our team landed in 4th place, but ranked first amongst the canadian . Cette année, notre équipe a remporté la 4ième place, mais s'est classée 1ière parmi les équipes canadiennes.",Space Research and Technology,51-200 employees,Non Profit,"Montreal, Quebec, Canada",Canada,polyorbite.com,https://www.linkedin.com/company/polyorbitepolymtl
North American Space Institute (NASI),"The North American Space Institute (NASI) is an emerging center of excellence dedicated to advancing workforce standards in the space sector.

As the global space economy approaches $1T+, its continued growth depends on a highly skilled, mission-ready workforce. Yet, the sector remains constrained by the absence of standardized training and clearly defined competency pathways.

NASI addresses this challenge by establishing rigorous occupational standards and delivering industry-aligned certification programs that bridge technical education and operational execution. Grounded in systems-level thinking, our approach integrates foundational knowledge, applied training, and real-world context to prepare individuals for the complexities of modern space systems.

Our programs emphasize precision, discipline, and practical capability, combining structured curriculum design with immersive, scenario-based learning. Developed in collaboration with industry, NASI certifications reflect the evolving requirements of space missions and are designed to serve as a trusted benchmark of professional readiness.

NASI engages both individuals and institutions:
• Supporting the development of highly capable space professionals
• Enabling organizations to access a consistent and reliable talent pipeline

By formalizing pathways into the space sector and aligning training with operational demands, NASI contributes to a more efficient, resilient, and globally competitive workforce.

Our aim is to help define the standards by which the next generation of space professionals is trained, evaluated, and recognized.",Space Research and Technology,2-10 employees,Educational,"Toronto, Ontario, Canada",Canada,nasi.world,https://www.linkedin.com/company/north-american-space-institute-nasi
Trottier Institute for Research on Exoplanets,"We are living at a pivotal time in human history, as technology is advancing to the point that we will be able to answer one of the most fundamental questions: Are we alone in the universe? This quest alone justifies the investment of billions of dollars in robotic exploration of our solar system and the construction of powerful astronomical observatories on Earth and in space.

Since the discovery in 1995 of the 1st planet orbiting a star other than our Sun, astronomers have confirmed the existence of several thousand exoplanets. Thousands of additional candidates have been identified, including rocky Earth-like planets. Over the coming decade, the new generation of telescopes and instruments will allow us to probe the atmosphere of extrasolar planets similar to ours for the first time, looking for water vapour and perhaps even signatures of biological activity like oxygen, ozone and methane.

The Institute for Research on Exoplanets (iREx) brings together top researchers and their students so as to benefit as much as possible from major current and upcoming observation projects, with the ultimate goal of finding life elsewhere. The Institute is devoted to exploring new worlds and seeking life on other planets.",Space Research and Technology,51-200 employees,Educational,"Outremont, Quebec, Canada",Canada,umontreal.ca,https://www.linkedin.com/company/exoplanetes
Polaris Aerospace,"Polaris Aerospace Inc. is a Canadian aerospace company based in Montréal, Québec, dedicated to defining sovereign access to space for Canada.

As global competition intensifies and access to foreign launch services becomes less certain, Polaris Aerospace is working to provide Canada with a secure, domestic launch capability that supports national security, commercial growth, and technical leadership.",Space Research and Technology,2-10 employees,Privately Held,"Montreal, Quebec, Canada",Canada,polarisaero.space,https://www.linkedin.com/company/polaris-aerospace
NASA Space Apps Toronto,"NASA Space Apps Challenge Toronto is part of the NASA International Space Apps Challenge, the world’s largest annual hackathon. This two-day community event sparks innovation through global collaboration, giving participants access to NASA’s free and open data and partner space-agency datasets to tackle real challenges on Earth and in space.
https://www.nasa.gov/nasa-space-apps-challenge-2025/
This page is managed by Webtegy.",Space Research and Technology,2-10 employees,Educational,"Toronto, Ontario, Canada",Canada,spaceappschallenge.org,https://www.linkedin.com/company/nasa-space-apps-toronto
Moon Trades,"Moon Trades S.R.L. is a Romanian deep-tech micro-enterprise dedicated to lunar In-Situ Resource Utilisation (ISRU), regolith intelligence, and autonomous robotics for planetary exploration. Headquartered in Iași, Romania, we develop foundational technologies — anchored by our flagship platform A.P.E.X. — that bridge terrestrial mining heritage and the emerging space resources economy.",Space Research and Technology,2-10 employees,Privately Held,"St Albert, Alberta, Canada",Canada,moontrades.org,https://www.linkedin.com/company/moontrades
Foundation Space Resources,Foundation Space Resources provides leading Lunar Mapping and Data Analytics with and is developing a full digital twin of the Lunar Environment for virtual testing and mission planning.,Space Research and Technology,2-10 employees,Privately Held,"Calgary, Alberta, Canada",Canada,fsr.space,https://www.linkedin.com/company/foundation-space
Space Almanac,Magazine | AeroSpace and Defence News| Space News | Space Updates | Independent Journals,Space Research and Technology,2-10 employees,Non Profit,"Toronto, Ontario, Canada",Canada,brahmastraspace.org,https://www.linkedin.com/company/space-almanac
