Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Cross on the Moon Coalition,The Coalition is an organization that is uniting humanity through our savior Jesus Christ. We are on a mission to send a cross to the lunar surface to consecrate the heavens and remind earth that God is the center of the universe.,Space Research and Technology,2-10 employees,Non Profit,"Arlington, Virginia, United States",United States,mooncross.org,https://www.linkedin.com/company/crossonthemoon
Ortiz Nicolas Enterprises,ONE better world for everyone.,Space Research and Technology,Self-employed,Self Employed,"Yuma, Arizona, United States",United States,ortiznicolas.com,https://www.linkedin.com/company/ortiznicolasentrprises
Mana Corporation,...,Space Research and Technology,2-10 employees,Public Company,"Miami, Florida, United States",United States,xn--man-gla.com,https://www.linkedin.com/company/manacorporation
Market Mingle Solutions,Our result-oriented approach includes transparent communication of methodologies in addition to consulting facilities.,Space Research and Technology,51-200 employees,Privately Held,"Santa Clara, California, United States",United States,,https://www.linkedin.com/company/market-mingle-solutions
All-Star Agency,"All-Star creates out-of-this-world opportunities for the technical leaders, deal makers, and thought leaders who shape the space industry.

Across all mission, orbit, and customer types – from telecommunications, to  remote sensing, to exploration – from Low-Earth Orbit to Geostationary Orbit, and beyond – from commercial to United States Government, and international customers – we represent the all-star engineers, software developers, technical writers, business developers, and more.

In service of them, we are committed to becoming the strongest, most vibrant, and most innovative service company in the industry.

At All-Star, every client is represented by the entire agency. This collaborative approach benefits our clients as they plan and build their impact across multiple facets of the industry.

With a global network and strategic partners in the United States, the Americas, Europe, Asia, and beyond, All-Star taps its unequaled ecosystem of experts, relationships, access, and industry intelligence to help ensure that our clients achieve their goals.

With a passion matched only by that of our clients, All-Star is committed to crafting precedent-setting deals and building new businesses driven by our clients’ ideas, interests, and opportunities.",Space Research and Technology,2-10 employees,Privately Held,"Hawthorne, California, United States",United States,all-staragency.com,https://www.linkedin.com/company/all-star-space-agency
MDRS Crew 268,MDRS Crew 268 Mission WIN (Women International) 1 - 26 November 2022,Space Research and Technology,2-10 employees,Non Profit,"Hanksville, Utah, United States",United States,,https://www.linkedin.com/company/mdrs-crew-268
Liquid Propulsion at Cornell,,Space Research and Technology,11-50 employees,Privately Held,"Ithaca, New York, United States",United States,,https://www.linkedin.com/company/lpcornell
Morningbird Space,"Morningbird Space is redefining space technology with groundbreaking research in spacetime distortion and advanced propulsion. Led by Dr. Chance Glenn, we're developing the ESD engine, a revolutionary technology with the potential to enable warp drive and interstellar travel. Learn more about our mission to unlock the future of space exploration. #spacetechnology #spaceexploration #warpdrive #innovation #science",Space Research and Technology,2-10 employees,Privately Held,"Victoria, United States",United States,morningbirdspace.com,https://www.linkedin.com/company/morningbird-space
Pulse Instruments,"We manufacture the world's finest electronic test systems for production test and R&D characterization of IR FPAs, CCDs, and CMOS Imagers.",Space Research and Technology,11-50 employees,Privately Held,"Camarillo, United States",United States,pulseinstruments.com,https://www.linkedin.com/company/pulse-instruments
Partager,"Partàger is a space-focused intellectual property, manufacturing, and engineering firm dedicated to transforming advanced aerospace concepts into proven, deployable technologies. The company supports the innovation lifecycle from design and prototyping through applied engineering, manufacturing, validation, and technology licensing, helping move promising ideas from concept to commercial application.

Partàger was built around the belief that engineering talent is the engine of technological progress. By bringing propulsion, materials, avionics, satellite, and systems expertise into a collaborative environment, the company enables technologies to be designed, built, tested, and refined across disciplines rather than developed in isolation.

This approach is centered at Partàger’s Long Beach facility, a modular R&D and engineering “sandbox” located within Southern California’s aerospace corridor. More than an incubator or laboratory, the facility provides a working environment for rapid prototyping, testing, manufacturing integration, and real-world validation, preparing technologies for deployment, strategic partnership, or licensing.

Partàger develops, advances, manufactures, and licenses intellectual property across the global space ecosystem. The company currently employs 27 professionals and plans to expand to approximately 150 employees by the end of 2026, with growth focused on engineering, manufacturing, R&D, and technology commercialization.",Space Research and Technology,2-10 employees,Privately Held,"Long Beach, California, United States",United States,partageraerospace.com,https://www.linkedin.com/company/partager-aerospace
Zenith Space,"We are building ground software to accelerate
the next generation of space missions.",Space Research and Technology,2-10 employees,Privately Held,"Seattle, Washington, United States",United States,zenithspace.io,https://www.linkedin.com/company/zenith-space-systems
Atlas Unlimited,"Atlas Unlimited provides Geospatial Intelligence Solutions, utilizing small semi-autonomous unmanned aerial vehicles to provide Survey, Inspection, Analysis and Evaluation services to the Construction, Utility, Telecommunication, Public Safety, and Defense industries. We additionally offer service to Search & Rescue, Wildlife Management, Event, Landscape, and Real-Estate markets.",Space Research and Technology,2-10 employees,Privately Held,"San Antonio, Texas, United States",United States,atlasunlimited.us,https://www.linkedin.com/company/atlas-unlimited
iSenses Inc.,"iSenses is a machine intelligence company providing products and solutions for autonomy, imaging, and digitization of assets, processes, and services. 

Our patented neocortex-based algorithm in near-real-time (≤ 10 ms) detects, tracks, learns, classifies, identifies, and ranges multiple objects, persons, events of interest (EOI) or anomalies. 

Applications are in the domain of automotive, aerospace, satellite downstream, predictive analytics,  and managed services. 

In the area of automotive, the noteworthy applications are advanced driver assistance systems (ADAS), assisted driving (AD), simultaneous localization, mapping and path planning, detection of lanes and traffic signs in normal and adverse driving conditions of rainfall, snowfall, fog, haze, sandstorm, and occlusions, multiple vehicles, pedestrians, bicyclists, animals detection, driver behavior analytics.",Space Research and Technology,11-50 employees,Privately Held,"Beavercreek, Ohio, United States",United States,isenses.eu,https://www.linkedin.com/company/isenses-inc
TARDIS-SN,"An open-science software to simulate and analyse supernovae and other transients. Developed by a multidisciplinary team of astrophysicists, statisticians, and computer scientists located across the globe.",Space Research and Technology,11-50 employees,Non Profit,"East Lansing, Michigan, United States",United States,github.io,https://www.linkedin.com/company/tardis-sn
AIAA Utah Section,"The Utah Section of the American Institute of Aeronautics and Astronautics (AIAA) is a nonprofit professional society for aerospace and aeronautical engineers in Utah. ""With nearly 30,000 individual members from 91 countries, and 95 corporate members, AIAA is the world’s largest technical society dedicated to the global aerospace profession."" More info at: https://aiaa.org/about-aiaa

The Utah Section has recently been working to expand its presence and efforts in the Beehive State, and we plan on offering more opportunities for engagement and service in the near future!",Space Research and Technology,11-50 employees,Non Profit,"Salt Lake City, Utah, United States",United States,aiaa.org,https://www.linkedin.com/company/aiaa-utah-section
Florida Space Innovation Center,"The Florida Space Innovation Center (FSIC) is a new regional engine for talent, innovation, and community impact—uniting industry, universities, and civic partners to strengthen the Space Coast from its home in New Smyrna Beach.",Space Research and Technology,2-10 employees,Non Profit,"New Smyrna Beach, Florida, United States",United States,fsic.space,https://www.linkedin.com/company/florida-space-innovation-center
Pangea Galaxity,"Incubated by MIT AeroAstro, MIT Martin Trust Center, MIT Sandbox, and Harvard iLab, Galaxity aims to democratize space education to cultivate visionary leaders and to promote culturally-responsible, humane, and collaborative planetary governance for our interstellar civilization in the near future.",Space Research and Technology,2-10 employees,Privately Held,"Cambridge, Massachusetts, United States",United States,galaxity.space,https://www.linkedin.com/company/galaxity-space
Tensornetics Corp,"Tensornetics Corp is a pioneering research and development company focused on non-invasive health solutions, advanced AI systems, and next-generation engineering innovations. Our work bridges the gap between cutting-edge science and practical, scalable applications, driving breakthroughs in medical technology, environmental systems, and intelligent infrastructure.

With a team of experts from leading research institutions, we leverage advanced mathematics, AI, and applied physics to develop transformative solutions. 

At Tensornetics, we don’t just follow the future—we engineer it.",Space Research and Technology,2-10 employees,Privately Held,"Los Angeles, California, United States",United States,tensornetics.com,https://www.linkedin.com/company/tensornetics
Red Aeroespacial Centroamericana,"La Red Aeroespacial Centroamericana nace sobre los hombros de gigantes. Sus antecedentes son proyectos espaciales que se han establecido a nivel regional y que están teniendo un gran impacto para la región: el Proyecto Morazán y el Rally Femenino de Tecnologías Geoespaciales. Asimismo, la RAC nace con apoyo del SICA,  dentro del marco de desarrollo aeroespacial que ha impulsado la Secretaría General a través de sus convenios con NASA, Copernicus, ISU, UNOOSA entre otros más.",Space Research and Technology,51-200 employees,Non Profit,"San Jose, California, United States",United States,,https://www.linkedin.com/company/red-aereo-espacial-centroameriana-costa-rica
Segal Aerospace,"Segal is building the convergence of quantum computing, advanced robotics, unlimited energy, and space-based operations, that will fundamentally alter the trajectory of human civilization.",Space Research and Technology,51-200 employees,Privately Held,"Los Angeles, California, United States",United States,segal.ltd,https://www.linkedin.com/company/segalindustries
Orbitscape,The ultimate digital solution for cis-lunar orbit visualization and collaboration.,Space Research and Technology,2-10 employees,Privately Held,"Tempe, Arizona, United States",United States,orbitscape.space,https://www.linkedin.com/company/orbitscape
Plasma and Electrodynamics Research Lab (PERL),"PERL conducts research in plasma physics and electromagnetics for propulsion, materials, combustion, biomedical, and energy. It focuses on understanding the fundamental physics and interactions of plasmas to create new applications for society.",Space Research and Technology,11-50 employees,Educational,"Huntsville, Alabama, United States",United States,uah.edu,https://www.linkedin.com/company/plasma-and-electrodynamics-research-lab-perl
Cal Poly Simulation Laboratory,"Cal Poly Simulation Laboratory is a group of students working on projects involving modeling and simulation of aerospace systems.

Our activities encompass three main areas:

- Design, build and test systems to determine and control the attitude of 
   software and hardware simulations of spacecraft.

- Students develop skills in several modeling and simulation techniques, such 
  as numerical, Monte Carlo, biomimetic, and agent-based simulations, using 
  diverse coding tools and languages.

- Collaboration on position papers, blogs, and social media content to 
  promote peaceful, sustainable, and socially just applications of space and 
  space-based technologies.

By engaging in hands-on activities, students gain practical experience in modeling, simulation, design, build and test of spacecraft navigation systems. Students also participate in panel sessions, workshops, and forums centered on responsible space utilization and technology.",Space Research and Technology,2-10 employees,Educational,"San Luis Obispo, California, United States",United States,,https://www.linkedin.com/company/cal-poly-simulation-lab
ALFA Mars Terranauts,"Welcome to the page of the ALFA Mars Terranauts, a team dedicated to exploring and studying the possibilities of a habitable future on Mars. Our team is composed of passionate scientists and explorers who are committed to uncovering the mysteries of the red planet and discovering new ways to advance our understanding of life in the cosmos.

At ALFA Mars Terranauts, we strive to showcase and engage in everything related to Martian life, including the latest scientific discoveries and cutting-edge research initiatives. As selected members of the team, we are thrilled to announce that we will be embarking on an expedition to Devon Island, Canada, a Martian analog, in the summer of 2023 to test out the possibilities of Martian life.

Our team is administered by the Foundation for Applied Molecular (ffame.org), a leading organization dedicated to advancing medicine using synthetic biology and exploring the mysteries of the cosmos. Founded in 2001 by a team of scientists at the University of Florida, Georgia Institute of Technology, and the University of Texas, ffame.org is committed to discovering new ways to understand life, what it is, and how to find it in the cosmos.

As a team, we are passionate about space exploration and the possibilities of a habitable future on Mars. If you share our passion and would like to learn more about our work, we invite you to explore our page and connect with us.",Space Research and Technology,11-50 employees,Privately Held,"Alachua, Florida, United States",United States,alfamars.org,https://www.linkedin.com/company/alfa-mars-terranauts
Flux Space,"The Flux Space team includes PhD physicists, aerospace & electrical engineers, and experimental specialists all working towards a common goal: developing the science & technology required for advanced space propulsion. For the time being, our company is operating in stealth mode, but as research progresses we will unveil our core projects.

Our focus areas include propellantless propulsion devices utilizing a variety of reactionless drive principles. Some of these are based on known physics, and for others our research team is pushing the boundaries of physics to develop new principles.

We’re working on gravitational-control technologies that allow mass to move free of the influence of both gravitational and inertial forces. Our research in this area is based on decades of experimental evidence combined with new avenues of research and development.

We’re also developing technologies for high-speed interstellar propulsion, based on a variety of popular concepts related to bending space-time. This was initially popularized by Miguel Alcubierre, and over time his groundbreaking speculative physics has been extended by others to overcome the physical limitations of his initial proposal.",Space Research and Technology,2-10 employees,Privately Held,"Hawthorne, New Jersey, United States",United States,fluxspace.com,https://www.linkedin.com/company/giving-a-flux-about-space
Asterion Systems,"Asterion Systems is a technology leader in AI-driven defense and perimeter security. We develop advanced radar, autonomous systems, and real-time analytics to protect borders, airspace, and critical infrastructure with precision and speed.

Our flagship platforms — Perimaster and HitchHiker Orion — combine artificial intelligence, sensor fusion, and autonomous robotics to deliver unmatched situational awareness and rapid threat response.

With design, testing, and manufacturing centers in the Netherlands, Poland, Ukraine, Bahrain, Canada, and the United States, we operate globally while tailoring solutions to local needs. Our team of engineers, data scientists, and defense experts work closely with clients to deliver intelligent, scalable, and mission-ready security systems.

At Asterion, we believe security is dynamic. We are committed to pushing technological boundaries to create innovative solutions that safeguard people, infrastructure, and nations.

Core Expertise:

AI-Powered Surveillance & Detection

Autonomous Response Systems

Perimeter & Border Protection

Critical Infrastructure Security

Radar & Sensor Integration",Space Research and Technology,11-50 employees,Privately Held,"Washington, Washington, United States",United States,asterion.group,https://www.linkedin.com/company/asterionsystems
Cube3,"Cube3 is a small satellite and spacecraft development club! We provide an opportunity for students interested in space to get hands-on experience working on various small satellites and nodes. We connect with other students interested in space, and professionals in the industry including speakers and alumni associated with NASA, and more planned.

Our club is developing Project JAVELIN, recently featured in the SJSU COE Alumni Magazine! It is a can-satellite, entirely produced by Cube3 and its mechanical, electrical, software, ground control, and rocketry teams! The satellite will be self-deployed and will collect flight data including temperature, pressure, orientation, acceleration, velocity, camera footage, and GPS, all while using radios to send this info down to us in real-time!

The project has seen 18 members throughout its teams, who have worked hard to create a can satellite that is ready for its first launch in April, only 6 months after its creation!",Space Research and Technology,11-50 employees,Non Profit,"San Jose, California, United States",United States,cube3sjsu.org,https://www.linkedin.com/company/cubecubed
Mearth Space Industries Corporation,"Mearth Space Industries Corporation, short MSIC, is a subsidiary of the Project Moon Hut Foundation (A US 501(c)(3) Non-Profit Public Charity).

It only serves one goal: to plan, coordinate, build, and operate the 4 Phases of the Moon Hut Project to establish a box with a roof and a door on the moon, to benefit all species on Earth.",Space Research and Technology,2-10 employees,Non Profit,"Manlius, New York, United States",United States,msic.space,https://www.linkedin.com/company/mearthspaceindustries
ZAZA,Type I II III,Space Research and Technology,11-50 employees,Privately Held,"New York, New York, United States",United States,,https://www.linkedin.com/company/engineerevolutionzaza
Nornir Space,"Our platform turns mission requirements into physics-grounded spacecraft concepts, including system architecture, subsystem selection, mass/power budgets, and engineering trade-offs. By combining specialized AI agents with physics-based models, Nornir helps aerospace teams evaluate ideas faster, collaborate in one workspace, and move from mission concept to detailed design with fewer iterations.",Space Research and Technology,2-10 employees,Privately Held,"San Francisco, California, United States",United States,nornir.space,https://www.linkedin.com/company/nornirspace
SpaceForTrades.org,"Welcome to the new frontier for Skilled Trades!

SpaceForTrades is a volunteer-run initiative to forge pathways and connect tradespeople with opportunities for direct operational involvement in space, with key focus on space analog research, payload design/operations, spaceflight certification training, and eventual spaceflight.

Skilled trades are highly operational and training-centric in nature, emphasizing the practical application of science, technology, engineering, arts, and mathematics (STEAM) to solve problems, handle challenges, and produce competitive goods and services.

SpaceForTrades believes these characteristics make tradespeople well-suited for spaceflight and eventual off-world operations, and that including this diverse and powerful demographic will accelerate the endeavour of humans as a multi-planet and spacefaring species.",Space Research and Technology,Self-employed,Non Profit,"Stillwater, Oklahoma, United States",United States,spacefortrades.org,https://www.linkedin.com/company/spacefortrades
Globe Chic Style,"Globe Chic Style
Success Style World: Your guide to achieving success with style, offering inspiration and tips on personal and professional growth, fashion, and lifestyle. Worldly Wonderland: Explore a captivating world of beauty, culture, and wonder from around the globe, with a focus on travel, fashion, and lifestyle. Beauty Beyond Borders: Discover beauty that transcends boundaries, featuring beauty tips, products, and styles from diverse cultures and regions.",Space Research and Technology,Self-employed,Self Owned,"New Meadows, Idaho, United States",United States,pinterest.com,https://www.linkedin.com/company/globechicstyle
"Stratosmith Technologies, LLC","Stratosmith Technologies, LLC is a design engineering firm with focuses on transportation (including aerospace, marine, and automotive), defense, and personal agriculture.

Stratosmith Technologies was founded on the idea that the customer is of the upmost importance, and this can be seen in the approach to every aspect of our operation.  Stratosmith's strategy for maintaining excellent customer relations involves delivering the highest quality products and services, on time or early, for prices that our competitors can't match.  We accomplish this via two methods.  First, our employees are talented in multiple disciplines and are always looking for more work to take on.  They have an intense focus on getting their jobs done and doing so in as few iterations as possible.  They take pride in how much quality work they put out.  Second, we utilize technologies and procedures that reduce workloads without hampering our creativity.

Stratosmith provides structural, fluid (pneumatic and hydraulic), and electromechanical systems to customers across industries.  We use metals, composites, and plastics to complete our designs, utilizing the best-suited material for the situation.  Stratosmith also has a 3D printer in house for additive manufacturing of products and tools from thermoplastics.

Stratosmith doesn't focus solely on corporate customers; we are more than happy to help inventors by pointing them to patent attorneys, incubators, and investors, then developing the product with them.

Stratosmith is your link between a great idea and a great product.  Contact us today!

(321-298-5554, info@stratosmith.net)",Space Research and Technology,2-10 employees,Privately Held,"Melbourne, Florida, United States",United States,,https://www.linkedin.com/company/stratosmith-technologies-llc
Professional Association of Research for Space Engineering Concepts,"PARSEC is a student organization at Embry-Riddle Aeronautical University in Prescott, focused on research and development of innovative space technology. We compete in academic competitions focused on solving significant problems in the space industry, including lunar dust mitigation and cryogenic propellant mass gauging. 

List of Competitions:

2025 Human Lander Challenge
Project Title: Electrical Capacitance to High-resolution Observation (ECHO)
Description: Cryogenic propellant mass gauging technology concept
Award: First Place

2024 Human Lander Challenge
Project Title: Plume Additive for Reducing Surface Ejecta and Cratering (PARSEC)
Description: Deployable dust mitigation technology concept for lunar landers
Award: Systems Engineering Excellence",Space Research and Technology,11-50 employees,Non Profit,"Prescott, Arizona, United States",United States,,https://www.linkedin.com/company/parsec-erau
TN Space,"TN Space.org is dedicated to establishing a vibrant space sector in Tennessee by fostering innovation, supporting space-focused businesses, and driving economic growth. We aim to create a thriving ecosystem where commercial enterprises and research initiatives can flourish. Join us in shaping Tennessee's future as a hub for space industry and exploration.",Space Research and Technology,2-10 employees,Non Profit,"Nashville, Tennessee, United States",United States,tnspace.org,https://www.linkedin.com/company/tn-space
SFA Northern California,"Space Force Association's mission is to achieve superior national spacepower by shaping a Space Force that provides credible deterrence in competition, dominant capability in combat, and professional services for all partners.",Space Research and Technology,2-10 employees,Non Profit,"Sacramento, California, United States",United States,ussfa.org,https://www.linkedin.com/company/sfa-norcal
LARSX,"My partner and I are experienced professionals with complementary expertise in research, technology innovation, solving complex issues across disciplines, and business. Our career together is notable for groundbreaking work in artificial intelligence (AI) and therapeutic drug discovery. We thrive on tackling complicated challenges and devising innovative solutions.

Our approach integrates insights from various fields, enabling significant advancements. We are known for developing the Octopus Neural System (ONS) and its super Turing chip implementation, revolutionizing AI with real-number calculations. This leap forward makes traditional algorithms obsolete and includes 13 AI patents, marking contributions from the early days of machine learning to Artificial General Intelligence (AGI) development.

In drug discovery, our 15 years of work on novel immunotherapies and peptidomimetics stand out. Using quantum chemistry, we created the first smart molecules that adjust to individual genetics, reducing side effects and improving treatments.

We also have a strong background in optoelectronic analog supercomputers, synthesis, OS design, and compiler development, focusing on parallel processing.

Our success stems from lateral thinking and cross-disciplinary expertise, driving forward research and innovation in various areas.",Space Research and Technology,2-10 employees,Privately Held,"Helena, Montana, United States",United States,,https://www.linkedin.com/company/larswood-us
National Space Society of North Texas,"The National Space Society of North Texas (NSS-NT) is an award-winning chapter of the National Space Society, dedicated to promoting space exploration and development in the North Texas region. 

 We host business meetings with presentations on the second Sunday of every month.
 We also gather for social happy hours on the last Friday of every month.

Follow us on X (@NSSofNT) for updates! It's the best way to discover space events in the DFW area, meet astronauts, space executives, and professionals. Become a member today!",Space Research and Technology,51-200 employees,Non Profit,"Dallas, Texas, United States",United States,nssofnt.org,https://www.linkedin.com/company/national-space-society-of-north-texas
MIT ASTRO - Advanced Space Technologies in Research and Orbit,"The MIT Advanced Student Technologies in Research and Orbit (ASTRO) group is an ambitious collective of MIT's brightest minds dedicated to pushing the boundaries of space engineering and satellite technology. As a student-led organization, we specialize in the design, construction, and deployment of innovative CubeSats, taking full advantage of NASA's launch opportunities to propel our projects into the cosmos. Our mission is to provide hands-on experience in space systems engineering while contributing to the advancement of space exploration and research. Through interdisciplinary collaboration and a passion for discovery, ASTRO aims to shape the future of space technology and inspire a new generation of aerospace pioneers.",Space Research and Technology,11-50 employees,Privately Held,"Cambridge, Massachusetts, United States",United States,mit.edu,https://www.linkedin.com/company/mit-astro-group
Micro Vehicle Technology LLC,"Micro Vehicle Technology LLC develops patented electric Micro VehiclesTM spanning watersports, rescue platforms, and personal mobility systems.

The company’s current focus is Powered Water Skis — a patented, fully buoyant, zero-tow electric watercraft that lets riders step on and go. No boats. No towlines. No extended instruction. Just immediate balance, power, and real carving performance underfoot.

Powered Water Skis are advancing through the Founder-Series, engaging early-adopter watersports enthusiasts alongside select watersports resorts. The program focuses on ride feel, safety, operational simplicity, and scalable deployment—supporting both individual ownership and fleet-based resort use across a wide range of skill levels.

Beyond watersports, Micro Vehicle Technology’s patented bipedal, turn-carving architecture underpins an expanding family of Micro VehiclesTM engineered for:

• Urban mobility and personal transport
• Water rescue and rapid-response platforms
• Walking rehabilitation and balance-assistive mobility
• Electric power sports for land and water
• Ground troop mobility and tactical logistics
• Lunar surface mobility and future xEVA applications

All Micro VehicleTM systems are designed and developed in Cocoa Beach, Florida. The company’s IP portfolio—including multiple granted U.S. utility and design patents—forms a defensible foundation for strategic co-development and patent licensing with manufacturers across consumer, industrial, defense, and aerospace markets.

Registered on SAM.gov
CAGE Code: 9DAQ8

 www.MicroVehicleTechnology.com

 Cocoa Beach, Florida
 Keith.Rudofsky@MicroVehicleTechnology.com

 (321) 477-8542",Space Research and Technology,2-10 employees,Privately Held,"Cocoa Beach, Florida, United States",United States,microvehicletechnology.com,https://www.linkedin.com/company/micro-vehicle-technology-llc
