Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Solarplandesign,"We believe PV is a better way to power our future and by reducing the complexity of plan set generation, we help contractors focus on what they do best – installing PV systems.
We are qualified in designing residential, commercial, and utility-scale PV solar projects. I am aware of NEC & IEC codes, fire codes and etc.  we can assist you with: 
 Solar systems designing and electrical engineering work for residential solar, commercial solar, utility-scale solar, and battery storage-based projects. 
 Plan sets preparation (Interconnection Drawing IC-15%, Issue for Permit IFP-90%, Issue for Construction IFC-100%). 
 Optimum design parameter finding (Optimum Design Parameter - Tilt, Azimuth, GCR, and Row-to-Row Spacing). 
 Annual energy yield analysis, with 3D shadow casting. 
 Battery storage modeling. 
 Electrical single line & 3-line diagrams for interconnection approval. 
 Interconnection application filing. 
 NEC and IEC-based calculations. 
 Financial analysis, feasibility study, and LCOE analysis. 
 PE stamps for 49 states of the US. (Through my associate in the US). 
 Solar installation and solar farm realistic photo rendering 
 Solar installation and solar farm realistic video rendering

We are committed to reducing the cost, time, and hassle of drafting plan sets for solar installations. We strive to exceed customer expectations by delivering cost-effective solar plan sets quickly and reliably, with customer support and service that sets us apart from the competition.

Think of the planet before you design your next PV system.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Self Owned,"Mumbai, Maharashtra, India",India,solarplandesign.com,https://www.linkedin.com/company/solarplandesign
Rahim & Sons Enterprises,"Introduction:
R & S enterprises provides integrated Engineering Services which Cover Electrical Designs of Building (Industrial, Commercial and Residential), Consultancy of Electrical Power Solutions (1 Phase, 3 Phase), Project Management and Execution Planning, Solar Power Solutions (Off Grid, On Grid and Hybrid), Automation and Control, Security Cameras and IT Services.
R & S strive for intelligent Buildings and vibrant Campuses by installing best quality products, Solutions and after sale services. We engineer sustainable and technologically advanced solutions that exceed Client Expectations, optimize the users experience and serve the world beyond today.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Amritsar, Punjab, India",India,,https://www.linkedin.com/company/rahim-sons-enterprises
Enhanced Electronics Design Pvt Ltd,"Enhanced Electronics is an ISO 9001:2008 certified company having wide range of solar energy products fueled by cutting edge technology and industry expertise to fulfill renewable energy dream of the world. Realizing tremendous potential of solar energy, enhanced is working to create green energy solution for each sector. Headquartered in Ahmedabad Enhanced electronics is a Leading Manufacturer of solar Energy Systems. Enhanced’s wide expertise covers the engineering procurement and construction (EPC) for our customers. Our state of art manufacturing facility at Ahmedabad has full production capability of solar lighting, solar power pack, solar Street light, Solar Submersible Pumps.
Innovation and the implementation of the technology keep us ahead in the market of solar energy. Our highly qualified and motivated team provides tailor made solution for each project with ultimate design, advanced quality of raw materials and seamless engineering for our high esteemed customers to empower their energy needs. With our vision, skills, dedication and customer friendly approach we have built solid foundation and established long relationship with our clients, in which we always believe.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Ahmedabad, Gujarat, India",India,enhanced.co.in,https://www.linkedin.com/company/enhanced-electronics-design-pvt-ltd
Powerly,"Open discussion platform for power sector related issues like Open Access , Power Sales & Marketing , Policies   & Regulation , Market Structuring , Event promotions  and product launch , power sector jobs sharing through social media , business solution by B2B or B2C association , power market trends , newsletter etc",Renewable Energy Semiconductor Manufacturing,Self-employed,Privately Held,"New Delhi, Delhi, India",India,powerly.in,https://www.linkedin.com/company/powerlytech
The Naihati Jute Mills Company Limited,The Naihati Jute Mills Co. is a manufacturing company that produces and distributes a range of jute products such as bags and sacking cloth.,Renewable Energy Semiconductor Manufacturing,2-10 employees,,"Kolkata, West Bengal, India",India,naihatijute.com,https://www.linkedin.com/company/the-naihati-jute-mills-company-limited
Aman E-Waste Recyclers Pvt. Ltd.,"Aman E-Waste Recyclers Pvt. Ltd. is a registered entity with the statutory authorities and pollution control boards and we take immense precautionary measures while conducting business operations and have well established ourselves in the field of electronic waste management, dismantling, recycling and extraction.

We have our head office in Fort and a processing unit equipped with environmentally sound management facilities in Suburban Mumbai.",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,"Mumbai, Maharashtra, India",India,amanrecyclers.com,https://www.linkedin.com/company/aman-e-waste-recyclers-pvt-ltd
PRATA Solar,"""Make your roof work for you""
We are on a mission to enable a self-sustaining India through Energy Generation

Prata Solar have an incredible track record in delivering end-to-end power solutions that meet any requirement from an organization; Prata Solar provides bouquet of services into the field of Solar energy sector, which includes: initial studies, bid advisory, liaising, acquisition of land, assisting in procurement of approvals and clearness, detailed engineering and design, procurement assistance, supervising project implementation, EPC contracting and overall Project Management / advisory Services.

With its strong and well experienced Senior Management and Promoters Prata Solar is focusing exclusively on high quality and cost-effective Engineering Solutions. Our well-researched quality standards ensure that the products installed are exceptionally reliable.

Prata Solar is Authorized Channel Partner of MNRE (Ministry of New and Renewable Energy). a nodal Ministry of the Government of India for all matters relating to new and renewable energy.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Self Owned,"Chinchwad, Maharashtra, India",India,pratasolar.com,https://www.linkedin.com/company/prata-solar
Blutherm,"Founded in 1998, Blutherm specializes in the application of heating, ventilation and renewable energy. With our dynamic portfolio of leading brands and low carbon emission technology Blutherm is strategically positioned to meet the market challenges of tomorrow.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Mumbai, Maharashtra, India",India,blutherm.in,https://www.linkedin.com/company/blutherm-comfort-solutions
FUNSOLAR,"Out to empower everyone with awareness on solar technology and provide a phenomenal experience for every use case.
By constantly :
Developing solutions to make solar technology more accessible
Driving awareness through a variety of media
Delivering support throughout the process of generating solar
All dedicated to enhance the experience of using solar :
Rooftops
Products
& Utilities",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Kurla, Maharashtra, India",India,funsolar.org,https://www.linkedin.com/company/funsolarmovement
FUNSOLAR,"Out to empower everyone with awareness on solar technology and provide a phenomenal experience for every use case.
By constantly :
Developing solutions to make solar technology more accessible
Driving awareness through a variety of media
Delivering support throughout the process of generating solar
All dedicated to enhance the experience of using solar :
Rooftops
Products
& Utilities",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Kurla, Maharashtra, India",India,funsolar.org,https://www.linkedin.com/company/fun-solar
Radiant Agritech Limited,"Radiant AgriTech Limited is India’s First scientific eco-farming 'Public' company to join hands in conserving one of the world’s most oldest plant species, by foraying into the potential of US$3.6Billion in the Indian AgroForestry commercial.

We are regenerating one of the most demanded & endangered forest species, 'pterocarpus santalinus' in South India and have also established the largest Red Sanders plantation as an AgroForestry concept in the world.

RADIANT AgriTech is one of the World's first AgroForestry companies to establish the concept of large-scale organic afforestation with over 3000+ hectacres of company chartered farmlands.

India's First company to have patented project manuals by 'GREEN LIST', Swiss.",Renewable Energy Semiconductor Manufacturing,201-500 employees,Public Company,"Chennai, Tamil Nadu, India",India,radiantagritech.com,https://www.linkedin.com/company/radiant-agritech-limited
Renergy Solutions Pvt Ltd,"Renergy Solutions is an initiative by the local youth of North East who have attained qualification from the premium institution of the country like NITs, IITs, IIMs and Foreign University and now wants to contribute to the growth of North East along with the entire nation.

Even after having abundant resource and potential the N.E India is still to see the fruits of advanced and modern world. This is where we fit in the picture. Our role is like a ladder or support for the climber itself will move towards the sunlight. Working in the field of renewable energy and sustainable development we help our partners in bringing out the best in themselves through professional structured methodologies and strategic growth path. It is our effort to bring the best practices available all over the globe in this untapped market of India.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Guwahati, Assam, India",India,renergysolutions.in,https://www.linkedin.com/company/renergy-solutions-pvt-ltd
OrjaBox LLP,"OrjaBox LLP promotes distributed renewable energy for cooking. OrjaBox conducts clean cookstove demonstrations, field testing of new cookstove designs and develop innovative solutions for increasing adoption of clean cooking. OrjaBox produces solar dried products and other sustainable food products.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Partnership,"Pune, Maharashtra, India",India,orjabox.com,https://www.linkedin.com/company/orjabox-llp
Starc Energy,"Starc Energy is driven by a motivated team with a focus on customer relationship building. With an experience of over 20MW of Solar Projects, Starc Energy has been a key player in the solar industry for the last 6 years. Starc Energy has a unique approach towards projects that makes us the best solution provider in the market. With our proven strategies and good track record, Starc Energy endeavours to provide the perfect platform for any customer looking for a trustworthy EPC partner.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"New Delhi, Delhi, India",India,starcenergy.com,https://www.linkedin.com/company/starc-energy
GREEVO,"Greevo is a company dedicated to wind energy. We work to improve business case certainty and reduce the cost of energy for our customers.

Greevo has started to work in close partnership with customers to offer the most effective solutions towards energy independence. Our core business is the development, manufacturing, sale and maintenance of wind power plants – with competencies that cover every aspect of the value chain from site studies to service and maintenance.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Self Owned,"New Delhi, Delhi, India",India,thegreevo.com,https://www.linkedin.com/company/thegreevo
Greenovera India Private Limited,"Greenovera provides quality and economical solution for your customised solar power needs. We provide complete solution of Engineering, Procurement and Commissioning of Solar Power Plant, Solar Water Pump, Solar Street Light.

Experienced engineering team, quality product, great after sales service, dedicated service team makes us the one of the best Solar Company in Kolkata.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Kolkata, West Bengal, India",India,greenovera.com,https://www.linkedin.com/company/greenovera-india-private-limited
Greenergy Wind Corporation Pvt Ltd,"The Company was started in the year 2011. We have Wind Farms and Solar plants spread across Karnataka. Our total installed capacity is in excess of 100 MW making us one of the largest renewable energy producers in our country. Our current investments in this business are in excess of 250 crores with a further planned investment of an additional 400 crores in the next 2 years. We are pursuing wind, hydro and solar projects as our vision here is to be a part of and promote all renewable energy technologies. Apart from this we are also one of the first companies to sell the power to private companies, and our clients include top corporates like NarayanaHrudralaya, Wirpo, IFB, Columbia asia Hospitals, Metro, Total Malls, Aricent, Golden Feeds, I-gate and many more.",Renewable Energy Semiconductor Manufacturing,201-500 employees,Privately Held,"Bengaluru, Karnataka, India",India,goldengrp.co.in,https://www.linkedin.com/company/greenergy-wind-corporation-pvt-ltd
Sunlife Global,"SUNLIFE is an innovative oriented enterprise which is supported by an expert panel of technocrats. We have diversified our services to a wide range of activities Viz engineering, procurement and contracting of solar energy systems, Indoor and Outdoor Lighting , public lighting etc. We are committed to the entire satisfaction of our customers which enabled us to spread our wings to Australia, Kingdom of Saudi Arabia and GCC within a shorts span of time. We are the Authorized vendors of certain esteemed high profile companies in Middle East and Australia.

Sunlife is a part of CORE TEAM ESTABLISHMENT an ISO certified company with multimillion dollar turnover based in KSA & Middle East",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Kanayannur, Kerala, India",India,sunlifeglobal.com,https://www.linkedin.com/company/sunlife-global
Maheshwari Waste Management India Pvt. Ltd.,"MWMI is a waste management company that uses ethical and best practices in the disposal of waste recycling,. We use the three R’s reduce, reuse and recycle. Key motivator for the company is thinking of alternative uses of waste instead of land filling.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Hyderabad, Telangana, India",India,,https://www.linkedin.com/company/mwmi
SOLARMAX,"Solarmax is a leading innovator in Solar Inverters, Solar Projects, Consumer Electronics & Home Appliances with its simple-to-use yet superlative and sophisticated solutions. From powering mid-sized factory to providing a quality products to our end users, from residential to commercial, Solarmax products aim at fulfilling the Indian subcontinent’s energy needs.

Solarmax is a one-stop-shop with its in-house R&D, manufacturing, installation and aftersales support – we are with you every step of the way. We bring in more than two decades of manufacturing expertise for our diverse portfolio of products.

We’re proud to say that we offer solutions for every power conversion challenge you can imagine. That’s why our name is synonymous with energy efficiency and technological excellence.
Solarmax System offers dual benefits - first by reducing the electricity usage from the grid and secondly by minimizing the net payable electricity bill amount.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Self Owned,"Sadar, Uttar Pradesh, India",India,solarmax.co.in,https://www.linkedin.com/company/solarmax.co.in
SOLID SOLAR PRIVATE LIMITED,"SOLID SOLAR PRIVATE LIMITED is an utilities company based out of D-120/121 Okhla ph1, NEW, DELHI, Delhi, India.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"New Delhi, Delhi, India",India,solidsolar.in,https://www.linkedin.com/company/solidsolarpvtltd
Ojaskara Solar,"Executed 150Mw + In Excavation, Pile foundations, Solar Structure Erection and Module Erection MMS . Executed 50+MW AC And DC Works. 

3Mw+ Rooftops I&C 

2MW Rooftop and Ground Mount O&M Cumulative PAN India.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Self Owned,"Hyderabad, TG, India",India,ojaskara.co.in,https://www.linkedin.com/company/ojaskara-solar
Solar Installation Service In Shivaji Nagar,"THE SOLAR MAN – A PREMIER SOLAR ENERGY COMPANY IN INDIA (thesolarman.in)
We are a solar energy company Mumbai, India. Our mission is to bring clean renewable solar energy to homes, offices and industries across Mumbai.
We design, procure, install and commission rooftop solar panels to help you save on your electricity bills.
We do all the work for you! 

The Solar Man India, is a solar EPC company Mumbai, India. We are specialist EPC contractors for solar power plants in India.
 Technology in the renewable energy industry is evolving at a rapid pace and The Solar Man India is at the forefront of innovation amongst the list of solar companies in Mumbai.
With the expertise of our award-winning parent company Renewable Energy Solutions Australia (RESAU), we aim to revolutionise the Indian solar energy market.
Our simple-4 step solar energy process ensures that you are up and running with your own solar power plant in no time.

Step - 1 | Free Site Audit
Our engineer will be dispatched at your site to deliver an in-depth presentation about the feasibility of solar energy for your property.
Give us a call at +91 7506074001, we would love to show you how solar energy power plants can practically pay for themselves.

Step - 2 | Intelligent Design
Every rooftop power plant is different, just as every customer and consequently every design. Our engineers go back to the drawing board for every new project as we do not believe that one size fits all. 

Step - 3 | Hassle - Free Installation
On-site installation of your solar power plant starts with the procurement of high quality solar pv panels. The procurement process involves selecting vendors, establishing payment terms, strategic vetting, selection, negotiation of contracts and the actual purchase of goods.

Step - 4 | Excellent After-Sales Service
Even though rooftop solar power systems in India do not require any form of complicated maintenance procedures, for anything solar related our team is just a call away.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Pune, Maharashtra, India",India,thesolarman.in,https://www.linkedin.com/company/solar-installation-dhayari
Redsky Solar Technologies,"Welcome to Redsky Solar Technologies, your trusted source for sustainable energy solutions in Chennai! Located at No. 116, 4th Street, Kamaraj Nagar, Avadi, we are committed to illuminating your life with clean, green energy.

Our Services:

Solar On Grid: Harness the power of the sun to reduce your energy bills and your carbon footprint. Our on-grid solar solutions seamlessly integrate with your existing power supply, making it an economical choice for homes and businesses alike.

Solar Off Grid: Whether you're in a remote location or just seeking energy independence, our off-grid solar systems offer reliable electricity generation even in the most challenging environments.

Solar Water Heater: Enjoy hot water without the guilt of high energy consumption. Our solar water heaters are efficient, eco-friendly, and designed to meet your daily hot water needs.

Solar Street Lights: Light up your community with our solar-powered street lights. Reducing electricity costs and contributing to a safer, well-lit environment, our solar street lights are a smart choice for municipalities and organizations.

At Redsky Solar Technologies, we're more than just a solar company; we're your partners in sustainability. Our team of experts is dedicated to designing, installing, and maintaining solar solutions that fit your needs and budget. With a commitment to quality, innovation, and customer satisfaction, we're here to help you make the switch to cleaner, renewable energy.

Join us in the solar revolution and let's build a brighter, greener future together. Contact us today at 9941505334 to take the first step towards a solar-powered tomorrow.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Self Owned,"Chennai, Tamil Nadu, India",India,redskysolar.com,https://www.linkedin.com/company/redsky-solar-technologies
SSEE,"SSEE is a tech company working in several aspects of energy innovation. We have been working in providing rural energy access via Solar, Hydro, Biomass mini-grids and develop innovative ways to ensure their sustainability. Our clients vary from rural Off-grid communities to urban populations. We provide Advance Metering Infrastructure(AMI) solutions for electricity, water, and gas utilities.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Salem, Tamil Nadu, India",India,ssee.com.np,https://www.linkedin.com/company/ssee
Solengy Energy,"We are a professional energy company with headquarters in Pune created to bring change in renewable sector.
We have our products like solar water heater and heat pumps.
With the leading edge technology, we are at the forefront in developing and adopting creative service practices in the photo-voltaic projects.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Pune, Maharashtra, India",India,solengy.in,https://www.linkedin.com/company/solengy-india
Enerkraft Venture Private Limited,"Enerkraft Venture Private Limited is a complete Solar PV solutions provider. A young, dynamic startup headquartered at Delhi, India, Enerkraft is helping people switch to solar energy. We focus on engineering design, procurement, financing and installation of Solar PV Systems specifically to meet the requirements of the burgeoning solar power and energy market. We want to make switching to clean energy a smooth process and our team will take care of everything from design and permits to inspections and installation. Our approach is to install systems to the highest engineering standards and to revolutionize the way energy is delivered by giving customers a cleaner, more affordable alternative to their high monthly utility bill. By partnering with a network of leading manufacturers and installers, Enerkraft continues to offer unsurpassed service, high-quality installation and the best beginning-to-end experience you'll find.

ENERKRAFT PROMISE
Vision: Cleaner and Smarter Energy to All.
Mission: We want to build the most trusted clean energy company in India. We genuinely seek to understand our customer's requirement, and deliver it.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Noida, Uttar Pradesh, India",India,enerkraft.co,https://www.linkedin.com/company/enerkraft-venture-private-limited
